h,w,time,iterations
8,7,5.60744,28677
8,7,5.90145,29903
8,7,7.58197,38927
8,7,14.7493,75600
8,7,17.2279,88225
8,7,12.7876,64962
8,7,13.8859,71020
8,7,13.7643,70425
8,7,9.45875,48624
8,7,11.214,57176
8,7,16.162,82477
8,7,7.26443,37265
8,7,10.7247,54773
8,7,14.3167,73762
8,7,0.390465,1972
8,7,7.25075,37035
8,7,12.2714,62543
8,7,26.4044,135103
8,7,12.7089,65266
8,7,12.5034,64247
8,7,13.5223,69331
8,7,12.1383,61967
8,7,14.9494,76560
8,7,17.0934,87728
8,7,9.06414,46031
8,7,8.19223,41772
8,7,21.6031,110709
8,7,1.79781,9114
8,7,14.0912,71937
8,7,11.7992,60447
8,7,16.1155,82311
8,7,10.6751,54640
8,7,8.0219,40954
8,7,14.2899,73024
8,7,13.7514,70498
8,7,10.9823,56076
8,7,13.6293,69769
8,7,10.5914,54158
8,7,11.9588,60882
8,7,7.44645,37970
8,7,6.89294,35341
8,7,13.5167,68729
8,8,17.1731,84964
8,8,21.3408,105223
8,8,5.7118,27913
8,8,11.5332,56980
8,8,18.4974,90733
8,8,14.644,72738
8,8,11.6984,57780
8,8,10.68,52981
8,8,13.8796,68743
8,8,20.9002,103242
8,8,13.5393,66936
8,8,9.37187,46298
8,8,4.6255,22829
8,8,14.3305,70804
8,8,10.4075,51398
8,8,7.73865,38387
8,8,6.30327,31210
8,8,8.20195,40748
8,8,11.2088,55403
8,8,13.0964,64678
8,8,18.1469,89626
8,8,72.1799,357132
8,8,0.760591,3779
8,8,16.2774,80443
8,8,12.7454,62648
8,8,10.1537,49851
8,8,15.3436,75874
8,8,10.5655,52413
8,8,10.3053,50447
8,8,10.4146,50885
8,8,6.37437,31308
8,8,33.2833,164541
8,8,11.3969,56094
8,8,14.0388,69352
8,8,1.25973,6281
8,8,11.2758,55565
8,8,8.04826,39710
8,8,21.1056,105039
8,8,0.633451,3070
8,8,20.4676,100969
8,8,14.3744,71092
8,8,19.1299,94315
8,8,13.6429,67279
8,8,13.8797,68664
8,8,2.59616,12939
8,8,1.05368,5283
8,8,38.6648,191174
8,8,7.92356,39025
8,8,18.1272,89780
8,8,14.8148,72763
9,5,8.40575,45342
9,5,10.6075,57301
9,5,22.4337,120483
9,5,8.85123,47837
9,5,18.1801,98014
9,5,42.987,231621
9,5,10.9258,58884
9,5,16.5884,89128
9,5,7.52089,40196
9,5,3.07178,16561
9,5,6.29635,33969
9,5,19.6018,105603
9,5,8.03272,43300
9,5,14.0249,75737
9,5,15.3749,82759
9,5,9.05707,49045
9,5,11.1538,60137
9,5,5.81307,31349
9,5,12.886,69124
9,5,0.167798,914
9,5,17.9051,96655
9,5,31.7175,171293
9,5,10.3674,55881
9,5,7.85948,42471
9,5,15.8006,85078
9,5,11.073,59491
9,5,6.36083,34283
9,5,46.9567,253639
9,5,0.23853,1304
9,5,6.96837,37561
9,5,10.5395,56921
9,5,10.6547,57505
9,5,3.93756,21217
9,5,7.23159,38910
9,5,6.24859,33685
9,5,10.7588,57771
9,5,11.8938,63636
9,5,10.9693,59138
9,5,11.3241,61151
9,5,2.13411,11420
9,5,11.6636,63148
9,5,3.91859,21138
9,5,15.1016,81593
9,5,14.6575,79050
9,5,8.77395,47361
9,5,12.88,69293
9,5,7.11498,38318
9,5,6.8794,37083
9,5,6.8487,36727
9,5,12.9755,70074
9,6,22.3554,114888
9,6,14.882,75754
9,6,0.641045,3292
9,6,24.8985,128194
9,6,13.1025,67068
9,6,21.1391,108443
9,6,12.0276,61654
9,6,8.62281,44266
9,6,12.839,65235
9,6,19.2338,98211
9,6,9.22777,47247
9,6,15.9715,82032
9,6,16.828,86371
9,6,9.14749,46969
9,6,16.705,86369
9,6,0.239869,1258
9,6,18.6611,96250
9,6,1.04305,5523
9,6,19.1514,98787
9,6,11.0166,56449
9,6,12.4672,64353
9,6,8.93368,45877
9,6,13.3403,68660
9,6,22.2054,114347
9,6,7.6734,39721
9,6,11.4979,59320
9,6,10.2155,52328
9,6,16.6759,86255
9,6,6.5332,33716
9,6,8.26722,42566
9,6,9.18085,47667
9,6,16.9601,87714
9,6,21.6314,111430
9,6,6.65788,34328
9,6,12.4152,64172
9,6,21.792,112502
9,6,20.7465,107279
9,6,20.822,107379
9,6,9.70918,49982
9,6,8.37969,43412
9,6,11.5617,59545
9,6,15.5072,79689
9,6,10.668,54607
9,6,11.7162,60058
9,6,29.2703,151156
9,6,17.1034,88091
9,6,0.120224,604
9,6,2.76032,14103
9,6,10.2201,52764
9,6,9.65808,49948
9,7,8.60756,42691
9,7,2.14719,10768
9,7,21.9352,109437
9,7,2.22221,11035
9,7,6.54677,32368
9,7,9.57164,47418
9,7,6.90373,34446
9,7,13.1649,65673
9,7,9.43118,46399
9,7,11.2322,55705
9,7,17.96,89299
9,7,2.13232,10665
9,7,49.0407,242635
9,7,1.42829,7067
9,7,26.4298,131182
9,7,35.8204,177958
9,7,14.2864,70431
9,7,31.981,159131
9,7,7.08687,35255
9,7,13.4685,66387
9,7,13.2532,65850
9,7,9.38896,46577
9,7,20.1125,99420
9,7,2.90139,14577
9,7,11.0808,54612
9,7,6.09986,30100
9,7,13.4805,66974
9,7,10.5931,52503
9,7,17.8086,88107
9,7,9.93886,48881
9,7,5.41439,26620
9,7,18.4502,91400
9,7,10.7483,53265
9,7,9.58927,47669
9,7,15.0136,73883
9,7,13.0151,64610
9,7,0.184939,901
9,7,9.53019,47234
9,7,12.8367,63047
9,7,5.58045,27816
9,7,17.5629,87287
9,7,7.33669,36199
9,7,12.551,62077
9,7,28.2107,140607
9,7,9.23409,45899
9,7,29.9909,148776
9,7,42.935,212982
9,7,7.72722,38506
9,7,9.65547,48042
9,7,12.6945,63530
8,2,3.07926,19503
8,2,2.83257,17842
8,2,0.99502,6370
8,2,1.39108,8962
8,2,3.87068,24536
8,2,8.87935,56232
8,2,1.31678,8451
8,2,2.1939,13860
8,2,2.78644,17758
8,2,1.82626,11615
8,2,0.201904,1272
8,2,2.35276,15007
8,2,3.41856,21746
8,2,1.9002,12187
8,2,10.2954,65285
8,2,0.162339,1017
8,2,1.54101,9784
8,2,3.17926,20280
8,2,4.71963,30111
8,2,1.7018,10780
8,2,0.0731772,458
8,2,0.278941,1763
8,2,11.6502,74108
8,2,3.19348,20223
8,2,0.0385927,241
8,2,2.9267,18504
8,2,5.2994,33645
8,2,1.22341,7821
8,2,11.8716,74881
8,2,4.84628,30514
8,2,1.92347,12133
8,2,5.80197,36717
8,2,5.55932,35189
8,2,1.68437,10728
8,2,2.525,16151
8,2,4.08773,25751
8,2,1.21442,7683
8,2,0.952201,6060
8,2,3.87236,24530
8,2,1.16446,7353
8,2,10.1568,64301
8,2,1.88678,12020
8,2,8.84402,56083
8,2,2.23716,14162
8,2,2.65144,16939
8,2,4.64159,29377
8,2,4.6762,29970
8,2,4.60988,29209
8,2,2.90568,18435
8,2,0.618466,3914
8,3,3.20577,19463
8,3,4.12819,25331
8,3,7.64314,46830
8,3,6.27777,38654
8,3,8.0433,49086
8,3,6.8301,41759
8,3,3.20403,19394
8,3,11.6652,71546
8,3,4.306,26349
8,3,0.0401871,240
8,3,3.44236,21101
8,3,4.91629,30011
8,3,0.905937,5450
8,3,2.96814,18051
8,3,3.68186,22387
8,3,4.36681,26798
8,3,3.6711,22407
8,3,3.92709,23809
8,3,17.9436,109659
8,3,6.26765,38426
8,3,6.05205,36839
8,3,10.556,64497
8,3,0.0854216,510
8,3,2.25037,13670
8,3,7.73871,47357
8,3,1.0792,6531
8,3,0.0794487,480
8,3,3.95638,24148
8,3,6.44063,39618
8,3,3.09356,18958
8,3,3.04306,18783
8,3,3.61632,22216
8,3,0.0834586,512
8,3,0.556239,3422
8,3,4.56277,27917
8,3,8.77614,53822
8,3,5.8623,35984
8,3,7.77281,47487
8,3,3.72141,22668
8,3,1.30486,8020
8,3,9.10935,55945
8,3,6.93522,42629
8,3,1.31103,8077
8,3,7.81974,48103
8,3,8.44278,52105
8,3,2.31024,14002
8,3,4.34769,26692
8,3,4.98624,30619
8,3,5.88233,36046
8,3,3.12222,19106
8,4,4.40186,25838
8,4,6.0639,35506
8,4,6.58424,38738
8,4,7.09012,41782
8,4,16.2718,95937
8,4,13.666,80726
8,4,7.09824,41870
8,4,14.5611,85055
8,4,2.32751,13689
8,4,8.33026,48898
8,4,3.1026,18121
8,4,5.19218,30640
8,4,8.90667,52424
8,4,6.64717,39418
8,4,9.26072,54282
8,4,3.33891,19616
8,4,12.6736,74350
8,4,8.12239,47569
8,4,4.8714,28625
8,4,8.07035,47105
8,4,10.6993,62864
8,4,4.76104,28035
8,4,4.97196,29021
8,4,3.4927,20367
8,4,1.52505,8918
8,4,11.3624,66436
8,4,10.7613,63016
8,4,6.84675,39887
8,4,4.70848,27454
8,4,4.03102,23592
8,4,4.73021,27661
8,4,7.81773,46100
8,4,5.35185,31483
8,4,7.82255,46099
8,4,3.60715,21313
8,4,5.79502,34162
8,4,8.0975,47700
8,4,5.37665,31685
8,4,3.84149,22501
8,4,3.64066,21273
8,4,6.36442,37418
8,4,2.9728,17500
8,4,5.51108,32444
8,4,5.59683,32817
8,4,7.30129,42708
8,4,8.26536,48675
8,4,11.4278,67397
8,4,5.09055,30015
8,4,5.34582,31202
8,4,4.06522,24047
9,2,1.84966,11581
9,2,3.32327,20783
9,2,3.06854,19111
9,2,8.4267,53351
9,2,6.10497,38382
9,2,3.53697,22251
9,2,8.46321,53200
9,2,0.470337,2927
9,2,0.396536,2515
9,2,2.79876,17574
9,2,4.83416,30184
9,2,1.51708,9478
9,2,3.3902,21426
9,2,1.54479,9847
9,2,2.67644,16768
9,2,2.17732,13752
9,2,5.32461,33507
9,2,2.79045,17713
9,2,1.02053,6495
9,2,3.39213,21447
9,2,3.59197,22567
9,2,1.49235,9418
9,2,1.54034,9613
9,2,1.73437,10880
9,2,0.443551,2753
9,2,2.59275,16359
9,2,3.81237,23870
9,2,0.200832,1255
9,2,2.00076,12732
9,2,1.57449,10011
9,2,6.56803,41508
9,2,2.51569,15820
9,2,0.41347,2644
9,2,2.80438,17680
9,2,7.67941,48324
9,2,0.240535,1570
9,2,0.321731,2025
9,2,2.31639,14748
9,2,1.18726,7550
9,2,1.97574,12519
9,2,10.1113,63404
9,2,4.91569,30924
9,2,7.15763,44763
9,2,2.27247,14301
9,2,2.32007,14602
9,2,0.164995,1025
9,2,0.056661,343
9,2,13.0137,82452
9,2,5.07711,31813
9,2,2.1567,13559
9,3,7.90597,47764
9,3,4.1955,25282
9,3,9.11262,55109
9,3,5.02282,30426
9,3,6.7618,40684
9,3,4.92137,29632
9,3,2.20664,13321
9,3,2.42587,14454
9,3,10.7116,64641
9,3,4.83248,29176
9,3,23.2311,140034
9,3,5.74654,34274
9,3,7.87192,47402
9,3,8.32532,50271
9,3,7.78455,46764
9,3,0.102044,607
9,3,13.4695,81502
9,3,1.3467,8084
9,3,1.79383,10839
9,3,6.73733,40528
9,3,11.0124,66246
9,3,7.50223,45370
9,3,9.39183,56664
9,3,6.33192,37875
9,3,3.16189,18968
9,3,6.09288,36731
9,3,0.108677,679
9,3,13.3385,80253
9,3,21.3188,127970
9,3,15.159,90897
9,3,3.52714,21400
9,3,7.12736,42806
9,3,0.552427,3304
9,3,5.56041,33529
9,3,1.56166,9236
9,3,1.10398,6728
9,3,9.93919,59959
9,3,10.9754,65762
9,3,0.557425,3385
9,3,1.11969,6753
9,3,0.680129,4019
9,3,1.78339,10848
9,3,7.99389,48575
9,3,8.49191,51162
9,3,6.79478,40897
9,3,8.1539,49165
9,3,2.26493,13671
9,3,0.130733,785
9,3,6.39078,38473
9,3,7.73678,46472
9,4,7.98914,46295
9,4,11.1288,64223
9,4,5.52107,31791
9,4,2.30178,13354
9,4,0.524875,3029
9,4,0.324178,1867
9,4,7.10158,40917
9,4,6.05224,34889
9,4,18.6211,107309
9,4,2.41143,14017
9,4,4.43561,25535
9,4,7.01604,40460
9,4,4.07587,23305
9,4,0.135859,782
9,4,3.66169,21009
9,4,4.91812,28578
9,4,8.98116,51305
9,4,1.2505,7103
9,4,14.0594,81071
9,4,3.86653,22138
9,4,6.42587,37046
9,4,6.12142,35312
9,4,9.15057,52612
9,4,4.84411,27917
9,4,17.52,100818
9,4,6.11678,35306
9,4,7.27472,41933
9,4,6.61112,38409
9,4,6.7718,39280
9,4,1.26424,7234
9,4,3.12252,17952
9,4,22.0831,126875
9,4,5.56539,32236
9,4,8.19355,47042
9,4,5.79028,33394
9,4,0.123327,711
9,4,3.09702,17781
9,4,0.824179,4718
9,4,14.7334,84925
9,4,21.3853,123594
9,4,7.85044,45371
9,4,7.4245,43044
9,4,9.21546,53133
9,4,1.31604,7677
9,4,9.57453,55089
9,4,16.2745,93578
9,4,3.29201,18891
9,4,3.8324,21902
9,4,10.5202,60534
9,4,3.604,20626
9,8,20.8362,99195
9,8,13.4351,63876
9,8,17.509,82940
9,8,15.6082,74188
9,8,7.45856,35152
9,8,15.7105,74884
9,8,10.7852,51233
9,8,18.7614,89026
9,8,31.9357,152030
9,8,5.60398,26269
9,8,11.6009,54964
9,8,12.7867,60781
9,8,16.5037,78640
9,8,37.3737,177364
9,8,18.3851,87649
9,8,41.633,197928
9,8,11.7479,55754
9,8,14.9122,70879
9,8,11.3522,53619
9,8,14.3667,68523
9,8,11.3378,53740
9,8,59.6919,282561
9,8,9.10968,42919
9,8,13.1119,61880
9,8,21.8547,103409
9,8,17.3402,82454
9,8,14.1709,67054
9,8,8.05634,38151
9,8,13.6206,64524
9,8,9.10574,43104
9,8,3.648,17297
9,8,51.6237,244726
9,8,14.131,67180
9,8,16.3225,77083
9,8,20.2662,96147
9,8,40.7269,193932
9,8,18.8722,89189
9,8,16.147,76470
9,8,13.0612,62341
9,8,14.519,68817
9,8,19.3891,92203
9,8,21.5184,102325
9,8,11.2013,53613
9,8,0.839648,3978
9,8,111.17,531165
9,8,9.823,47022
9,8,12.3352,58289
9,8,20.7179,98189
9,8,21.1036,100708
9,8,12.5275,59350
9,9,11.9148,54486
9,9,14.7381,67239
9,9,27.2828,125137
9,9,8.86367,40552
9,9,26.1848,119704
9,9,39.0348,178594
9,9,10.8051,49394
9,9,18.6636,84898
9,9,0.945299,4338
9,9,17.4138,79954
9,9,0.145252,651
9,9,9.64799,44415
9,9,16.1377,73768
9,9,20.45,93966
9,9,11.7355,53680
9,9,6.851,31624
9,9,19.7913,90988
9,9,39.5868,180809
9,9,14.835,67795
9,9,22.6639,103952
9,9,22.2617,102183
9,9,8.656,39637
9,9,19.0163,86848
9,9,10.816,49743
9,9,0.411357,1863
9,9,13.076,59546
9,9,18.3732,83646
9,9,20.1078,91960
9,9,14.7078,67034
9,9,7.19952,32694
9,9,13.5053,61718
9,9,4.40896,20281
9,9,16.2682,74175
9,9,12.2838,56481
9,9,3.10626,14092
9,9,21.255,96935
9,9,10.0292,45705
9,9,15.4101,70237
9,9,9.24591,42312
9,9,58.1865,265415
9,9,10.2522,46778
9,9,44.2421,202450
9,9,14.829,67956
9,9,21.8944,100481
9,9,23.2165,105977
9,9,10.5772,48339
9,9,12.353,56661
9,9,26.4971,121083
9,9,14.4265,66083
9,9,13.6696,62124
