2,2,0.569057,3888
2,2,0.165871,1065
2,2,0.0116424,77
2,2,0.0672782,447
2,2,1.32537,8633
2,2,0.192695,1292
2,2,0.831495,5606
2,2,0.142473,913
2,2,0.120883,817
2,2,0.971748,6575
2,2,0.251117,1705
2,2,0.0668614,441
2,2,0.259882,1699
2,2,0.162941,1045
2,2,0.868428,5861
2,2,1.56413,10276
2,2,0.0923767,611
2,2,0.55583,3646
2,2,0.274162,1862
2,2,0.0341972,230
2,2,1.74454,11543
2,2,0.137311,901
2,2,0.241583,1562
2,2,0.440248,2972
2,2,0.384265,2513
2,2,0.0924178,630
2,2,0.105156,683
2,2,0.360088,2277
2,2,0.14184,921
2,2,0.258393,1758
2,2,0.470871,3147
2,2,1.86781,12369
2,2,1.37806,8934
2,2,0.101261,672
2,2,1.53058,10015
2,2,0.0564569,386
2,2,0.340469,2189
2,2,0.113492,776
2,2,2.24193,14960
2,2,0.762217,4991
2,2,0.0999461,666
2,2,0.451918,2997
2,2,0.269851,1797
2,2,0.308412,2069
2,2,0.143174,922
2,2,0.507795,3435
2,2,0.138696,891
2,2,0.574006,3625
2,2,0.247429,1642
2,2,0.772512,5019
3,2,0.625523,4085
3,2,0.580649,3865
3,2,0.608259,3948
3,2,0.382486,2527
3,2,2.08414,13520
3,2,0.388283,2570
3,2,0.665462,4259
3,2,0.265054,1700
3,2,0.980167,6452
3,2,1.54238,9835
3,2,0.910574,5833
3,2,0.129617,818
3,2,0.201104,1342
3,2,0.101372,664
3,2,0.349073,2300
3,2,0.0281328,174
3,2,0.270783,1817
3,2,1.80585,11631
3,2,1.41217,9200
3,2,1.57878,10050
3,2,0.407804,2625
3,2,0.0735571,464
3,2,0.175088,1149
3,2,1.24525,8381
3,2,0.199393,1340
3,2,0.137148,883
3,2,0.46193,2935
3,2,1.10163,7036
3,2,1.41369,9038
3,2,0.338153,2165
3,2,0.142734,938
3,2,0.10161,666
3,2,0.753815,5034
3,2,3.80721,25111
3,2,1.62535,10276
3,2,1.52353,9563
3,2,1.76783,11228
3,2,0.17119,1141
3,2,0.699618,4440
3,2,0.111862,737
3,2,3.91917,25827
3,2,3.45247,22740
3,2,1.14618,7336
3,2,0.755282,4945
3,2,2.15477,13807
3,2,1.84883,11906
3,2,0.61328,3932
3,2,0.13341,885
3,2,0.12107,792
3,2,0.703175,4634
3,3,0.14171,946
3,3,4.45836,29115
3,3,0.633075,4248
3,3,0.594631,3785
3,3,2.11964,13289
3,3,0.282095,1810
3,3,0.28315,1892
3,3,1.05785,6907
3,3,0.389248,2445
3,3,0.847504,5315
3,3,0.131204,891
3,3,6.13997,40294
3,3,0.075829,477
3,3,0.170284,1078
3,3,0.0705994,438
3,3,4.37803,28318
3,3,0.22132,1384
3,3,0.207961,1326
3,3,0.353782,2280
3,3,2.13865,13756
3,3,0.797482,5105
3,3,2.5683,16241
3,3,1.38879,8791
3,3,0.613172,3957
3,3,0.114049,733
3,3,1.04969,6954
3,3,2.0732,13033
3,3,4.92405,32249
3,3,0.0615559,410
3,3,0.136848,877
3,3,3.45503,22302
3,3,2.45185,15570
3,3,5.65337,36943
3,3,0.0368266,235
3,3,3.4211,21932
3,3,0.953677,5983
3,3,0.0996942,640
3,3,0.557148,3575
3,3,0.675983,4434
3,3,0.463778,3031
3,3,2.46169,15650
3,3,0.240683,1509
3,3,0.690916,4614
3,3,3.13463,20172
3,3,2.1977,14190
3,3,2.07971,13142
3,3,0.483053,3221
3,3,3.65307,23758
3,3,0.211003,1350
3,3,3.95307,26091
4,2,0.861916,5483
4,2,0.0997629,663
4,2,0.0287868,174
4,2,1.89896,12088
4,2,0.27998,1781
4,2,0.308561,2010
4,2,0.44051,2816
4,2,4.96984,32563
4,2,0.282939,1898
4,2,0.119387,786
4,2,0.922943,5850
4,2,0.818812,5124
4,2,2.02721,12805
4,2,2.12436,14234
4,2,3.12923,20350
4,2,0.104914,687
4,2,0.638333,4066
4,2,0.137102,898
4,2,2.77935,17939
4,2,2.31533,14766
4,2,0.257532,1660
4,2,0.194142,1268
4,2,0.102105,652
4,2,0.726481,4718
4,2,2.01845,12970
4,2,2.21116,14092
4,2,2.23684,14227
4,2,0.265008,1718
4,2,5.73069,37756
4,2,1.48039,9364
4,2,2.13737,13601
4,2,0.550081,3619
4,2,2.6918,17207
4,2,0.154987,1023
4,2,1.60144,10520
4,2,1.04229,6623
4,2,1.68055,11189
4,2,2.08503,13177
4,2,2.63885,17399
4,2,0.178096,1113
4,2,0.289429,1832
4,2,0.290363,1917
4,2,0.453091,2919
4,2,2.58589,16554
4,2,0.563417,3646
4,2,0.416169,2702
4,2,0.0600558,400
4,2,1.08939,7064
4,2,0.163656,1050
4,2,0.121782,774
4,3,0.183312,1199
4,3,6.98071,45273
4,3,0.656502,4228
4,3,0.337957,2091
4,3,0.402978,2660
4,3,2.29864,14830
4,3,0.132915,829
4,3,0.372793,2261
4,3,0.897363,5839
4,3,3.04975,19186
4,3,0.372281,2397
4,3,1.61079,10153
4,3,1.03471,6500
4,3,0.762969,4791
4,3,3.17627,19891
4,3,0.731408,4767
4,3,1.08458,7063
4,3,2.75464,17563
4,3,9.22437,59103
4,3,1.70558,10424
4,3,0.687324,4340
4,3,2.63533,16880
4,3,1.57646,9910
4,3,1.02256,6489
4,3,0.117921,725
4,3,2.8796,17761
4,3,0.68094,4226
4,3,3.20338,19768
4,3,0.940064,6053
4,3,5.73071,36412
4,3,6.19734,39562
4,3,2.91977,18056
4,3,3.3714,21053
4,3,7.44728,47861
4,3,3.44332,21597
4,3,1.09501,7058
4,3,0.268041,1753
4,3,0.344334,2230
4,3,0.114056,757
4,3,3.37567,21112
4,3,0.258006,1673
4,3,0.333471,2067
4,3,5.88359,37541
4,3,0.888722,5740
4,3,1.05055,6429
4,3,0.36272,2197
4,3,7.83312,50319
4,3,1.43907,9173
4,3,2.66097,16321
4,3,5.17664,32955
4,4,6.98674,43731
4,4,5.74019,35620
4,4,6.51248,40554
4,4,10.5232,66826
4,4,3.89903,23770
4,4,1.38532,8736
4,4,7.31122,45729
4,4,0.874364,5256
4,4,8.43908,53182
4,4,1.52371,9639
4,4,5.02038,31190
4,4,5.19896,32245
4,4,7.86312,49394
4,4,3.30357,20734
4,4,3.42279,21498
4,4,3.73133,23006
4,4,1.02142,6453
4,4,2.85113,17595
4,4,1.8963,11752
4,4,5.27124,32692
4,4,4.13329,25310
4,4,2.20262,13459
4,4,6.80084,42577
4,4,3.87335,23637
4,4,4.98597,30841
4,4,0.0789911,472
4,4,1.30376,8092
4,4,1.81207,11594
4,4,8.37595,52910
4,4,6.78142,42397
4,4,0.281655,1787
4,4,7.83836,49293
4,4,2.12199,13417
4,4,4.45137,27423
4,4,2.23923,14209
4,4,1.76165,10837
4,4,10.4171,64650
4,4,7.57857,47636
4,4,5.60711,35795
4,4,2.51854,16188
4,4,2.32101,14172
4,4,5.76941,35917
4,4,5.91772,37110
4,4,5.59264,34703
4,4,4.55306,27910
4,4,7.79475,48526
4,4,3.46075,20787
4,4,6.48937,40633
4,4,5.23235,32536
4,4,6.04066,38251
5,2,0.984903,6319
5,2,2.70248,17559
5,2,0.64978,4247
5,2,3.56434,23098
5,2,7.41836,48932
5,2,2.27714,14388
5,2,2.52282,16087
5,2,2.41731,15204
5,2,0.402048,2582
5,2,2.71411,17246
5,2,0.654471,4227
5,2,0.0769554,526
5,2,8.77641,58031
5,2,0.450657,2820
5,2,1.91368,12409
5,2,2.38279,15127
5,2,2.3987,15087
5,2,0.311329,2091
5,2,2.46042,15765
5,2,0.606522,3814
5,2,0.234911,1553
5,2,0.351164,2327
5,2,0.580752,3669
5,2,0.12369,785
5,2,0.83885,5523
5,2,3.1111,20021
5,2,2.97247,18965
5,2,0.563209,3693
5,2,1.07769,7024
5,2,0.838894,5402
5,2,2.01394,12620
5,2,1.62362,10202
5,2,0.164763,1069
5,2,0.742713,4880
5,2,2.63402,16601
5,2,0.822647,5189
5,2,0.178358,1180
5,2,0.13237,886
5,2,1.45675,9161
5,2,0.512485,3278
5,2,2.70824,17090
5,2,0.535363,3396
5,2,0.0336223,227
5,2,3.03197,19598
5,2,2.73405,17378
5,2,0.350079,2260
5,2,0.561404,3557
5,2,2.69127,17061
5,2,2.9038,18310
5,2,0.701968,4561
5,3,4.08336,24936
5,3,6.909,43726
5,3,8.28211,52648
5,3,3.52278,22394
5,3,13.5159,86342
5,3,4.23029,25945
5,3,1.23451,7920
5,3,3.84987,23482
5,3,7.26703,45411
5,3,4.34035,26657
5,3,4.80004,29611
5,3,6.02812,37723
5,3,1.59381,10085
5,3,0.623119,3833
5,3,3.61171,22061
5,3,4.90857,30344
5,3,0.262882,1611
5,3,4.75034,29391
5,3,2.35992,14528
5,3,5.62527,35026
5,3,0.83064,5318
5,3,2.97549,18524
5,3,0.127796,759
5,3,1.73103,10716
5,3,0.425032,2684
5,3,3.87787,23699
5,3,1.98645,12717
5,3,3.83703,24186
5,3,0.272239,1766
5,3,0.368786,2364
5,3,0.44894,2858
5,3,0.796289,4976
5,3,0.168219,1035
5,3,2.36062,14883
5,3,0.372418,2216
5,3,3.29174,20460
5,3,6.16595,38602
5,3,4.78649,29596
5,3,3.81292,23360
5,3,0.108614,676
