type,cpu,time,iterations
0,16,2.25836,5544
1,16,2.40588,5681
0,16,0.372431,866
1,16,1.46746,3713
0,16,1.18012,2886
1,16,3.2841,8041
0,24,1.15284,1959
1,24,1.71632,3015
0,24,6.96717,11046
1,24,0.0265519,0
0,24,3.65041,6063
1,24,7.33814,12743
0,24,3.83802,6401
1,24,3.34849,5760
0,24,7.72981,13129
1,24,1.58666,1952
0,32,0.811787,614
1,32,2.50172,3377
0,32,1.64851,2209
1,32,2.83541,3676
0,32,9.47398,12328
1,32,1.78532,2212
0,32,2.18147,2894
1,32,0.658524,910
0,32,0.992172,1052
1,32,5.86035,7929
0,0,37.9404,477921
1,0,25.6771,319315
0,0,0.296861,3720
1,0,0.0499321,221
0,0,0.938812,12192
1,0,137.752,1684537
0,0,0.695912,9626
1,0,6.03955,75421
0,0,0.139152,1000
1,0,0.334434,3888
0,1,0.351739,3000
1,1,0.256483,1366
0,1,3.75682,29713
1,1,15.5593,121142
0,1,33.1475,262356
1,1,51.5988,446079
0,1,6.4785,49491
1,1,0.51106,5000
0,1,2.14676,17324
1,1,26.8325,223507
0,2,7.85402,58196
1,2,21.1542,161080
0,2,0.679813,5691
1,2,3.47599,25559
0,2,75.0707,538443
1,2,3.98133,33142
0,2,241.16,1762873
1,2,0.487207,3176
0,2,0.178947,749
1,2,17.2827,127337
0,4,0.886167,4619
1,4,0.26591,762
0,4,3.53555,23051
1,4,0.448485,2646
0,4,0.024857,42
1,4,0.106581,0
0,4,0.708672,4165
1,4,9.71575,71724
0,4,6.88026,49637
1,4,3.58684,22844
0,6,36.2202,112935
1,6,2.06601,7612
0,6,58.2757,232133
1,6,15.9312,65164
0,6,0.21261,185
1,6,2.20852,6553
0,6,23.3221,74679
1,6,1.26086,7398
0,6,3.32462,12406
1,6,6.13898,28119
0,8,5.58666,14371
1,8,15.2262,39113
0,8,0.922916,2724
1,8,17.237,46496
0,8,0.221026,0
1,8,6.28528,17514
0,8,34.3795,98885
1,8,4.97544,12822
0,8,0.0578768,138
1,8,3.25176,10434
0,12,0.18863,0
1,12,12.7839,36550
0,12,11.334,31155
1,12,7.16733,20977
0,12,1.17477,2929
1,12,0.270807,774
0,12,0.00925844,0
1,12,1.85251,5558
0,12,2.67652,7746
1,12,4.05935,12223
0,16,10.6637,25754
1,16,6.04141,15336
0,16,4.10316,9944
1,16,0.751556,1888
0,16,1.38815,3046
1,16,2.155,5312
0,16,17.3373,42602
1,16,6.50388,16464
0,16,9.14381,22378
1,16,11.4232,28309
0,24,2.38171,4084
1,24,8.65943,14310
0,24,1.37391,2292
1,24,6.6642,11544
0,24,0.873137,1123
1,24,2.99015,4956
0,24,1.66669,2742
1,24,36.5259,63804
0,24,1.70216,2544
0,0,0.429981,5668
1,0,0.663522,9165
0,0,42.8463,532226
1,0,21.1503,265573
0,0,-319.864,3965187
1,0,3.6937,47594
0,0,1.31671,16565
1,0,69.2798,880330
0,0,0.204652,2598
1,0,23.3917,303927
0,1,0.166592,829
1,1,7.21815,63368
0,1,20.0458,193878
1,1,11.3468,88910
0,1,0.0522116,0
1,1,21.5113,165833
0,1,25.5353,203218
1,1,0.797792,6610
0,1,69.8209,547225
1,1,0.0607221,369
0,2,5.49666,39971
1,2,13.8354,96027
0,2,22.3966,163085
1,2,36.8157,294553
0,2,15.3058,116783
1,2,10.1372,76611
0,2,0.171876,1000
1,2,40.943,303057
0,2,4.71741,35745
1,2,2.2706,16262
0,4,13.144,79531
1,4,15.0658,97295
0,4,13.167,83629
1,4,0.472637,2994
0,4,1.91341,13583
1,4,4.57957,31170
0,4,2.51038,14449
1,4,12.6366,84330
0,4,3.46331,23579
1,4,7.78994,49476
0,6,11.9257,52887
1,6,1.34812,4220
0,6,7.77958,23510
1,6,0.731139,4106
0,6,7.22886,38648
1,6,0.227269,0
0,6,8.38357,39779
1,6,17.2791,59877
0,6,2.79576,8855
1,6,6.07221,35101
0,8,2.17986,5633
1,8,4.63299,12223
0,8,2.16,5138
1,8,2.31452,5998
0,8,8.25092,21636
1,8,0.067095,108
0,8,0.520765,1692
1,8,19.5295,53622
0,8,11.3753,30039
1,8,9.0032,25077
0,12,0.0192485,0
1,12,18.3408,52310
0,12,12.1151,34028
1,12,3.87424,11235
0,12,6.13893,17048
1,12,1.01456,2614
0,12,7.4841,21225
1,12,0.933757,2285
0,12,6.23711,18193
1,12,2.91519,8619
0,16,0.492537,725
1,16,3.68444,9181
0,16,2.67138,6690
1,16,2.78225,6781
0,16,4.6356,11447
1,16,7.01713,17793
0,16,4.72836,11562
1,16,0.756144,1144
0,16,0.916096,1420
1,16,0.145209,212
0,24,1.92273,3272
1,24,1.40037,2309
0,24,2.41393,3411
1,24,0.804589,1023
0,24,6.97977,11624
1,24,36.1266,62956
0,24,3.43701,5822
1,24,0.263073,130
0,24,0.995065,1708
1,24,1.09791,1865
0,32,0.563224,724
1,32,5.18071,6703
0,32,3.2963,4386
1,32,3.86685,5140
0,32,2.91403,3876
1,32,1.01861,1312
0,32,0.634923,855
1,32,0.172969,31
0,32,8.65128,11364
1,32,2.29576,2546
0,0,6.03104,78055
1,0,3.78446,49604
0,0,9.07993,111905
1,0,0.102932,790
0,0,208.393,2596968
1,0,14.01,173653
0,0,20.4805,262802
1,0,0.876088,11378
0,0,2.89962,37290
1,0,0.144484,2077
0,1,7.59634,62122
1,1,56.7215,463407
0,1,21.2392,164348
1,1,41.7866,347773
0,1,9.02779,65114
1,1,21.6265,170074
0,1,0.0739775,0
1,1,24.0884,181606
0,1,20.3516,154311
1,1,28.1496,226734
0,2,0.137662,1000
1,2,0.308263,2000
0,2,0.246241,2000
1,2,24.1117,182491
0,2,9.82427,66035
1,2,13.3692,99254
0,2,9.16665,63926
1,2,1.3684,11138
0,2,1.26357,10612
1,2,40.1492,306135
0,4,4.94882,21898
1,4,5.97056,34686
0,4,0.0277134,0
1,4,0.0103804,0
0,4,0.0817755,88
1,4,2.6135,17967
0,4,5.15975,26348
1,4,14.0484,92036
0,4,0.302231,1770
1,4,10.2843,66999
0,6,0.150492,55
1,6,2.19245,6798
0,6,107.689,377170
1,6,4.93966,28806
0,6,14.9154,59942
1,6,47.0955,178299
0,6,8.26931,25562
1,6,53.3488,217222
0,6,12.0184,39138
1,6,5.16667,28488
0,8,4.65258,12283
1,8,6.99564,18681
0,8,9.91652,24996
1,8,1.09176,2965
0,8,2.65937,6968
1,8,1.36824,3691
0,8,19.0904,49630
1,8,1.93316,4794
0,8,12.1006,32647
1,8,13.3864,35820
0,12,1.80837,4511
1,12,3.0801,9083
0,12,2.93097,8565
1,12,21.1891,60701
0,12,3.70895,10321
1,12,5.84373,16703
0,12,1.56972,4581
1,12,29.1714,80286
0,12,0.946298,2761
1,12,2.81187,8523
0,16,1.3197,3210
1,16,4.97764,12579
0,16,1.11922,2731
1,16,4.83051,11984
0,16,1.50021,3623
1,16,5.65295,14156
0,16,3.60395,8753
1,16,0.165188,0
0,16,0.0325715,0
1,16,2.64094,6606
0,24,2.64057,4528
1,24,17.577,30561
0,24,7.68565,13022
1,24,5.41176,9179
0,24,3.29508,5533
1,24,0.182897,0
0,24,5.8417,9677
1,24,0.532619,617
0,24,2.53958,4333
1,24,1.55473,2275
0,32,1.55756,2052
1,32,9.46869,12778
0,32,6.3998,8361
1,32,0.953055,1313
0,32,0.973406,1306
1,32,7.26775,9714
0,32,3.01425,3657
1,32,1.12614,1508
0,32,3.87405,5034
1,32,10.8833,14466
0,0,13.6579,172886
1,0,69.6325,882563
0,0,9.80244,120411
1,0,16.9876,220351
0,0,1.65863,20781
1,0,17.0408,210650
0,0,0.151272,2000
1,0,0.77943,9472
0,0,0.0978693,332
1,0,0.213821,2798
0,1,11.4871,89590
1,1,1.20328,10923
0,1,62.842,474470
1,1,22.4353,176953
0,1,0.566526,5027
1,1,57.8822,443053
0,1,46.6208,359646
1,1,48.6025,388209
0,1,16.9873,132028
1,1,2.13331,16898
0,2,11.9399,85400
1,2,10.7303,88175
0,2,10.248,72553
1,2,5.86524,41221
0,2,11.3149,79689
1,2,0.270099,1199
0,2,0.218073,1000
1,2,4.54247,34883
0,2,4.25577,35270
1,2,17.5134,133268
0,4,1.05937,5341
1,4,1.51127,8739
0,4,1.20988,7878
1,4,4.57495,27877
0,4,2.15599,12537
1,4,0.0600336,46
0,4,0.00773599,0
1,4,5.44796,37842
0,4,0.0640901,118
1,4,2.88074,17478
0,6,-1100.64,3954922
1,6,0.543167,1950
0,6,0.24087,0
1,6,14.1914,51973
0,6,0.0099542,0
1,6,23.6283,82996
0,6,0.051297,36
1,6,0.435155,772
0,6,3.90945,13442
1,6,1.56056,4945
0,8,0.837238,2279
1,8,6.45004,18477
0,8,3.43123,9605
1,8,30.1008,85784
0,8,0.261554,0
1,8,2.12028,5605
0,8,0.00664326,0
1,8,0.3792,1000
0,8,35.2977,92265
1,8,5.32826,15414
0,12,0.0967249,0
1,12,3.34587,10107
0,12,9.89602,27480
1,12,0.0406796,37
0,12,1.06291,2349
1,12,8.24857,23622
0,12,8.84021,25103
1,12,0.559257,1592
0,12,0.0832284,0
1,12,2.22435,6301
0,16,3.46575,8538
1,16,2.11876,5375
0,16,0.519657,838
1,16,6.25732,15730
0,16,3.54099,8606
1,16,1.20444,2937
0,16,0.708747,1710
1,16,4.51052,11231
0,16,0.334552,220
1,16,14.7757,37036
0,24,11.1469,18895
1,24,0.102216,58
0,24,6.42685,10465
1,24,2.47686,4403
0,24,4.97243,8150
1,24,3.25061,5673
0,24,1.58521,2559
1,24,7.46948,12986
0,24,1.44461,2366
1,24,0.0863655,0
0,32,5.01202,6472
1,32,6.19759,8145
0,32,1.23268,1652
1,32,7.80153,10286
0,32,2.34405,3143
1,32,1.98313,2668
0,32,0.44422,0
1,32,2.17792,2934
0,32,4.85413,6300
1,32,3.08431,4110
0,0,1.22386,16174
1,0,39.7137,502416
0,0,10.8688,140822
1,0,21.11,274746
0,0,27.0245,333308
1,0,4.38984,54496
0,0,6.95115,85886
1,0,28.6772,358068
0,0,3.60138,48887
1,0,4.44834,53354
0,1,124.04,963328
1,1,12.3275,99450
0,1,11.0326,83500
1,1,0.138333,1000
0,1,19.0224,154282
1,1,40.9876,327186
0,1,0.733063,6213
1,1,1.65307,14384
0,1,79.0294,579832
1,1,34.5811,261294
0,2,1.79631,12951
1,2,234.855,1751105
0,2,1.60504,13396
1,2,11.9768,90851
0,2,16.589,122796
1,2,0.0167984,38
0,2,15.2534,112550
1,2,0.241367,1123
0,2,0.231465,740
1,2,0.273757,2061
0,4,13.5522,82896
1,4,1.05784,6533
0,4,3.42527,21297
1,4,0.300836,1645
0,4,14.9308,105907
1,4,12.5501,85983
0,4,9.52844,60485
1,4,2.41396,15248
0,4,24.0361,152660
1,4,0.37424,2059
0,6,20.924,79668
1,6,1.00108,3593
0,6,5.43133,18102
1,6,268.546,1004425
0,6,15.8348,51068
1,6,0.128093,23
0,6,26.5462,88913
1,6,7.0654,34831
0,6,4.14822,22070
1,6,2.67182,9364
0,8,1.21866,3350
1,8,0.0677389,46
0,8,0.213474,0
1,8,0.621875,2042
0,8,1.14268,3228
1,8,0.165779,0
0,8,4.34262,11617
1,8,0.802829,2508
0,8,5.56067,14016
1,8,28.2502,74525
0,12,22.5135,61320
1,12,1.86133,4789
0,12,8.78531,24905
1,12,4.86397,14448
0,12,0.636165,1820
1,12,1.45772,4483
0,12,0.480893,1367
1,12,1.17699,3202
0,12,7.17891,20422
1,12,10.0363,28796
0,16,1.15508,2592
1,16,1.78983,4110
0,16,0.0360462,0
1,16,6.08181,14500
0,16,14.7453,35923
1,16,4.23683,10065
0,16,0.864004,1894
1,16,10.9438,27254
0,16,1.90085,4618
1,16,0.799397,1505
0,24,0.0853664,157
1,24,34.0767,59703
0,24,7.0004,11842
1,24,0.830128,1497
0,24,3.20416,5203
1,24,3.83365,6751
0,24,1.85719,2784
1,24,3.22282,5523
0,24,4.74286,8008
1,24,0.854085,1104
0,32,0.0875783,0
1,32,1.6927,2277
0,32,1.25634,1668
1,32,2.54011,3458
0,32,0.140669,0
1,32,0.357139,280
0,32,9.27408,12255
1,32,1.62301,2144
0,32,3.58786,4695
1,32,2.47244,3337
0,0,35.2075,440191
1,0,13.779,178414
0,0,3.98764,53914
1,0,0.109465,1000
0,0,70.7653,893984
1,0,9.68563,119867
0,0,14.6938,196784
1,0,7.67159,91263
0,0,22.186,289229
1,0,0.116367,610
0,1,20.2676,149811
1,1,14.1059,113308
0,1,4.392,33681
1,1,24.2317,197711
0,1,42.5874,317320
1,1,81.2888,650260
0,1,155.439,1229633
1,1,10.1786,80613
0,1,7.28416,58679
1,1,54.2199,439899
0,2,34.8057,252429
1,2,19.2429,139522
0,2,16.693,117851
1,2,0.124141,341
0,2,276.776,2001718
1,2,3.73729,27395
0,2,0.103144,237
1,2,1.12016,8266
0,2,3.14587,21576
1,2,0.102328,52
0,4,1.43629,9273
1,4,0.169184,226
0,4,4.90461,30164
1,4,7.42965,49979
0,4,162.69,1025030
1,4,0.382982,2798
0,4,0.306258,1000
1,4,0.0398656,24
0,4,4.53206,31229
1,4,4.49242,33922
0,6,0.0436462,0
1,6,7.54543,30145
0,6,12.3623,42900
1,6,1.46377,6079
0,6,14.0593,59454
1,6,21.0497,94839
0,6,0.0961382,57
1,6,13.4365,63392
0,6,39.4858,134572
1,6,3.83908,19686
0,8,3.56849,12559
1,8,1.7672,4859
0,8,0.0740477,96
1,8,1.58493,4020
0,8,1.86697,7457
1,8,4.76422,12624
0,8,56.9044,159046
1,8,6.22237,17565
0,8,9.46495,24012
1,8,0.477294,1278
0,12,1.61779,4597
1,12,1.1414,3383
0,12,2.73307,7523
1,12,27.0567,75058
0,12,1.16134,3403
1,12,5.59504,16663
0,12,4.98561,14491
1,12,3.76221,11718
0,12,0.214455,345
1,12,0.365773,1000
0,16,5.12974,12467
1,16,1.76475,4417
0,16,2.12503,5209
1,16,3.836,9506
0,16,5.17942,12530
1,16,0.731288,1884
0,16,10.0653,24392
1,16,1.52009,3865
0,16,18.5184,46160
1,16,6.66721,16548
0,24,2.15172,3504
0,0,35.6547,434938
1,0,44.6028,569281
0,0,47.8829,575583
1,0,34.0678,408919
0,0,6.86216,83847
1,0,63.9848,787927
0,0,0.0967881,1000
1,0,35.2682,425541
0,0,170.407,2080501
1,0,0.122999,2000
0,1,38.8339,300211
1,1,7.38759,58302
0,1,1.48697,12519
1,1,0.00836916,0
0,1,0.219662,1000
1,1,66.5824,525359
0,1,0.883958,7290
1,1,0.152894,418
0,1,13.2756,107280
1,1,3.10263,24537
0,2,0.28384,2000
1,2,1.99553,13242
0,2,8.85987,64409
1,2,14.4549,106549
0,2,0.062611,103
1,2,1.3228,9856
0,2,6.4659,48130
1,2,0.262413,1677
0,2,4.93655,40331
1,2,0.665051,5726
0,4,5.0378,31699
1,4,0.550814,2779
0,4,19.427,123975
1,4,0.918853,5919
0,4,0.0910404,428
1,4,13.6119,85500
0,4,2.90639,20227
1,4,9.71853,72327
0,4,8.88462,54694
1,4,17.9568,113957
0,6,1.30868,4645
1,6,0.478583,1000
0,6,17.1807,59280
1,6,4.65176,26553
0,6,1.57384,8465
1,6,16.9621,76450
0,6,7.86169,25727
1,6,0.00649656,21
0,6,3.86745,12787
1,6,19.0776,77023
0,8,0.00723529,32
1,8,0.888395,2278
0,8,8.64615,21841
1,8,0.315704,0
0,8,7.00845,19177
1,8,1.22721,2938
0,8,12.8256,32540
1,8,5.7266,14714
0,8,18.7208,50131
1,8,0.0378968,0
0,12,7.79781,21651
1,12,12.6844,36361
0,12,0.898778,1773
1,12,1.4754,4450
0,12,2.91824,8322
1,12,10.4086,29612
0,12,22.9997,62699
1,12,8.46777,25378
0,12,10.5536,28813
1,12,0.282078,148
0,16,1.63543,4055
1,16,0.55087,1405
0,16,0.590561,1388
1,16,1.23577,2365
0,16,0.48465,295
1,16,7.61503,19388
0,16,1.47993,3636
1,16,3.7548,9310
0,16,9.45934,23313
1,16,2.50364,6292
0,24,2.615,4408
1,24,0.329736,0
0,24,2.67726,4578
1,24,8.07623,14102
0,24,4.87374,7990
1,24,3.18634,5320
0,24,3.6678,6008
1,24,5.1238,8968
0,24,8.74647,15064
1,24,1.24789,1945
0,32,5.14346,6682
1,32,0.872285,1175
0,32,3.79648,4882
1,32,3.33717,4148
0,32,6.32102,8233
1,32,1.16491,1460
0,32,7.61758,9384
1,32,0.733044,675
0,32,0.971581,665
1,32,11.2167,14825
0,0,43.3953,565227
1,0,28.174,363106
0,0,0.036407,114
1,0,1.86245,22709
0,0,0.00888321,0
1,0,13.6413,172271
0,0,3.61767,42895
1,0,27.0791,349391
0,0,11.334,142427
1,0,43.9391,541363
0,1,2.98374,24030
1,1,4.6462,36956
0,1,25.7227,196681
1,1,10.8301,84343
0,1,3.84267,33435
1,1,44.966,355098
0,1,3.53943,27748
1,1,2.03562,19043
0,1,0.536605,4043
1,1,-499.638,3946557
0,2,16.0355,118057
1,2,0.291868,2303
0,2,0.283464,2000
1,2,11.976,105585
0,2,142.612,1046971
1,2,18.6567,151233
0,2,3.05564,21241
1,2,5.70261,43695
0,2,0.142937,319
1,2,0.0117724,0
0,4,17.5375,120724
1,4,12.2844,79546
0,4,11.7073,77079
1,4,12.9462,83058
0,4,12.5678,81499
1,4,16.5847,102827
0,4,18.4568,117760
1,4,0.98374,5679
0,4,0.281203,1000
1,4,13.882,83196
0,6,1.38799,7754
1,6,0.309047,1247
0,6,8.80489,35931
1,6,0.203244,0
0,6,2.39756,7606
1,6,2.17786,11467
0,6,3.51485,11824
1,6,2.83004,10023
0,6,0.496734,1614
1,6,22.4371,114265
0,8,6.78918,17468
1,8,0.0202295,45
0,8,0.179526,233
1,8,18.0701,50324
0,8,1.5429,4684
1,8,1.17594,3122
0,8,15.5068,39495
1,8,19.1767,56379
0,8,3.17386,8052
1,8,43.8463,114138
0,12,0.0169336,0
1,12,5.02263,14556
0,12,13.8646,37667
1,12,11.6115,34321
0,12,2.30649,6739
1,12,6.35952,18980
0,12,0.424827,1000
1,12,15.1074,43667
0,12,0.245188,165
1,12,74.2347,210870
0,16,3.6312,8862
1,16,0.19809,0
0,16,10.2126,25190
1,16,5.78789,14313
0,16,2.32982,5678
1,16,11.6179,29133
0,16,22.2654,55327
1,16,6.86943,17403
0,16,0.450496,1093
1,16,31.3312,78943
0,24,2.65623,4645
1,24,1.38795,2324
0,24,1.82896,3107
1,24,0.636269,1126
0,24,1.04183,1824
1,24,18.098,31560
0,24,1.19132,1674
1,24,2.98068,5109
0,24,4.35983,7415
1,24,13.9681,24895
0,32,0.842657,830
1,32,3.62377,4859
0,32,0.306291,246
1,32,0.826643,1154
0,32,0.0162217,28
1,32,9.11573,12208
0,32,1.23589,1650
1,32,0.742875,444
0,32,0.693944,599
1,32,7.48094,9985
0,0,13.254,169515
1,0,0.0537199,597
0,0,4.09505,49561
1,0,16.2511,210614
0,0,0.603556,9092
1,0,2.82782,34797
0,0,3.89414,49842
1,0,0.0299014,0
0,0,0.13082,1000
1,0,41.3487,527690
0,1,137.38,1048694
1,1,55.1086,453392
0,1,72.1771,549497
1,1,91.6047,730947
0,1,11.5072,92003
1,1,18.435,148164
0,1,1.68697,14183
1,1,8.9193,71644
0,1,0.388214,2965
1,1,31.0589,242031
0,2,0.294572,2000
1,2,0.0498133,0
0,2,1.18762,8788
1,2,2.73339,19103
0,2,2.29191,15603
1,2,13.2142,102966
0,2,0.533207,4123
1,2,0.217488,1000
0,2,0.154218,1000
1,2,33.7191,248146
0,4,20.2552,116422
1,4,4.87088,29263
0,4,0.0586669,156
1,4,0.0087207,0
0,4,2.20436,14445
1,4,8.08173,53406
0,4,0.00289031,0
1,4,86.9915,585016
0,4,5.32376,35699
1,4,0.0568418,55
0,6,0.0068309,0
1,6,1.56552,5694
0,6,6.8914,21282
1,6,4.79474,17385
0,6,3.05167,9754
1,6,1.23193,4352
0,6,2.58963,9342
1,6,0.328547,1264
0,6,11.463,39029
1,6,16.3392,56004
0,8,12.1064,31727
1,8,18.5056,51057
0,8,0.201111,0
1,8,0.334237,105
0,8,6.50628,16762
1,8,1.86174,4963
0,8,26.6246,75809
1,8,2.8991,7460
0,8,4.48554,12458
1,8,0.212202,0
0,12,0.545921,882
1,12,17.0041,47624
0,12,0.627685,1769
1,12,0.990376,2202
0,12,0.0606273,27
1,12,13.0224,38054
0,12,8.93343,23868
1,12,9.90334,29841
0,12,3.07465,8767
1,12,4.99858,14597
0,16,1.92565,4686
1,16,2.20305,5603
0,16,1.81269,4488
1,16,1.58146,4052
0,16,3.7172,9044
1,16,42.7461,107123
0,16,5.98269,14278
1,16,0.0232134,61
0,16,3.56618,8579
1,16,5.27687,12532
0,24,49.5846,86114
1,24,10.2435,18445
0,24,3.6003,6106
1,24,1.28573,2253
0,24,5.15116,8617
1,24,0.424233,110
0,24,18.0196,30020
1,24,1.37805,2348
0,24,0.469169,686
1,24,15.7327,27636
0,32,5.66301,7389
1,32,5.38417,7242
0,32,0.136506,0
1,32,4.57595,6243
0,32,4.75487,5995
1,32,2.93365,4029
0,32,9.89191,12956
1,32,10.302,13931
0,32,10.1971,13347
1,32,2.27777,3062
0,0,18.3558,239705
1,0,36.5415,464459
0,0,51.0227,639673
1,0,-322.558,4035837
0,0,0.196605,2000
1,0,0.56477,8233
0,0,54.9366,703781
1,0,1.5426,19951
0,0,45.4908,577581
1,0,25.6431,332242
0,1,23.9798,179335
1,1,22.9895,190176
0,1,31.7121,249036
1,1,25.7016,205052
0,1,13.1642,100507
1,1,43.76,351505
0,1,1.85528,14205
1,1,0.199929,1390
0,1,67.1826,533982
1,1,17.9921,152252
0,2,29.3954,206093
1,2,5.8569,45787
0,2,15.9205,118357
1,2,0.378634,2410
0,2,0.0313156,0
1,2,0.32742,2477
0,2,2.55027,18424
1,2,0.171052,361
0,2,9.69634,72069
1,2,6.58748,53260
0,4,0.498927,2000
1,4,0.935301,5451
0,4,0.280358,1664
1,4,82.4078,532832
0,4,6.80985,39709
1,4,5.15863,29577
0,4,12.4798,77038
1,4,0.490772,3699
0,4,0.0632455,0
1,4,58.9777,373311
0,6,1.6693,4655
1,6,2.9431,9646
0,6,26.7387,85182
1,6,7.94327,38064
0,6,0.171701,0
1,6,2.56098,11966
0,6,20.2624,71979
1,6,29.8148,96288
0,6,26.7647,100107
1,6,0.0719933,0
0,8,0.172201,345
1,8,3.84736,15730
0,8,0.00501733,0
1,8,8.85439,22768
0,8,1.06649,2376
1,8,5.68363,14938
0,8,1.26807,3074
1,8,0.869895,2479
0,8,7.1344,17945
1,8,24.6626,67169
0,12,0.654849,1091
1,12,6.53557,19298
0,12,1.43153,4006
1,12,18.7043,52259
0,12,1.32118,3354
1,12,3.61902,10696
0,12,1.99359,5773
1,12,3.91806,11887
0,12,0.66359,1858
1,12,15.7784,45059
0,16,0.0292843,0
1,16,0.0493814,19
0,16,0.912995,2145
1,16,5.48,13349
0,16,2.47008,6093
1,16,1.07708,2393
0,16,0.81348,1407
1,16,1.1021,2710
0,16,1.00407,2418
1,16,0.505024,1067
0,24,1.22658,2049
1,24,0.670806,771
0,24,1.2623,2146
1,24,1.55605,2763
0,24,8.2278,13973
1,24,22.8088,40361
0,24,2.87598,4129
1,24,1.07621,1870
0,24,3.41896,5595
1,24,5.63634,9757
0,32,3.93356,5124
1,32,84.1638,112696
0,32,0.0864515,95
1,32,1.15463,1566
0,32,4.02115,5226
1,32,0.80251,1102
0,32,26.4067,34977
1,32,0.849902,1163
0,32,2.5371,3308
1,32,5.51486,7386
0,0,33.8303,426696
1,0,0.112498,1230
0,0,0.215975,2539
1,0,5.8969,75509
0,0,16.7528,215976
1,0,0.844288,11087
0,0,52.6886,652946
1,0,46.0877,578325
0,0,24.7141,304315
1,0,33.6194,424372
0,1,9.86081,77101
1,1,65.7112,517413
0,1,3.85586,29033
1,1,0.492903,4205
0,1,1.50655,12740
1,1,27.2118,209826
0,1,11.6352,91477
1,1,1.3799,11860
0,1,36.9236,285902
1,1,63.9751,516999
0,2,28.6895,203495
1,2,13.8608,106617
0,2,22.1347,170440
1,2,0.198522,1000
0,2,60.4806,436086
1,2,0.143047,370
0,2,12.5688,91746
1,2,65.0536,483639
0,2,25.3766,181451
1,2,0.151655,638
0,4,11.2745,70408
1,4,21.8976,147339
0,4,0.162235,0
1,4,2.96919,17074
0,4,0.0413741,0
1,4,11.4335,75351
0,4,0.407015,2595
1,4,0.342345,1526
0,4,16.8515,103270
1,4,0.742365,3504
0,6,1.56257,8241
1,6,16.923,61853
0,6,0.0713962,169
1,6,1.8918,6240
0,6,0.683027,3610
1,6,0.00605541,0
0,6,0.746609,3319
1,6,9.55128,50636
0,6,2.02878,7414
1,6,3.75513,13825
0,8,7.37381,17695
1,8,4.78794,13273
0,8,14.236,37874
1,8,1.35266,2720
0,8,5.63016,16072
1,8,12.7349,33379
0,8,1.72594,4544
1,8,9.05362,23842
0,8,13.7683,42819
1,8,1.3869,3000
0,12,8.28106,23434
1,12,0.215475,52
0,12,1.51725,4575
1,12,10.1712,29817
0,12,0.439276,1302
1,12,21.8045,61418
0,12,5.59506,16021
1,12,0.829664,2583
0,12,0.75393,2100
1,12,0.635274,1533
0,16,15.1313,37334
1,16,144.401,371474
0,16,4.13829,9874
1,16,1.32994,3391
0,16,0.983729,2412
1,16,3.18459,8102
0,16,1.69386,3548
1,16,0.16342,0
0,16,26.9475,65907
1,16,16.7566,42450
0,24,1.2047,1216
1,24,16.845,29381
0,24,1.00146,1687
1,24,7.96406,13593
0,24,0.134534,21
1,24,1.75995,2967
0,24,0.992743,1697
1,24,12.9575,21868
0,24,224.384,384780
1,24,3.88482,6455
0,32,9.33315,12175
1,32,1.05461,831
0,32,1.10082,1325
1,32,1.45264,1905
0,32,0.797124,753
1,32,0.158282,84
0,32,3.16046,4137
1,32,6.27634,8267
0,32,3.35808,4394
1,32,0.84492,1000
0,0,0.185989,2268
1,0,39.1666,502630
0,0,0.568702,7659
1,0,10.7618,136840
0,0,0.114013,801
1,0,2.2078,26815
0,0,1.56415,21777
1,0,7.57986,103545
0,0,41.149,508035
1,0,9.95043,123488
0,1,18.6896,148035
1,1,110.633,893313
0,1,34.5835,261522
1,1,115.987,920521
0,1,7.98662,61582
1,1,0.439789,4000
0,1,6.34749,52075
1,1,0.895598,8000
0,1,0.925811,7167
1,1,7.22336,57072
0,2,1.12387,8543
1,2,4.10037,33255
0,2,7.90889,53675
1,2,6.57816,44550
0,2,9.37014,69392
1,2,0.0321435,0
0,2,0.882418,6681
1,2,0.189127,1103
0,2,34.0751,242845
1,2,0.00912597,27
0,4,7.97724,51564
1,4,2.92849,19799
0,4,7.1054,46400
1,4,0.503057,3171
0,4,1.22988,7496
1,4,0.183571,1000
0,4,14.2765,87693
1,4,0.700153,3932
0,4,3.07188,18150
1,4,0.0696384,0
0,6,0.143249,0
1,6,7.63664,35440
0,6,0.0356636,0
1,6,18.26,76795
0,6,2.41356,7766
1,6,2.65667,8992
0,6,29.5173,96773
1,6,0.703408,2673
0,6,2.21106,7480
1,6,6.20935,22629
0,8,0.945519,2650
1,8,1.42898,3782
0,8,10.7614,27478
1,8,18.0636,51696
0,8,17.5258,49508
1,8,11.4316,28844
0,8,0.980292,1620
1,8,1.60649,4204
0,8,1.7954,4177
1,8,4.30157,11019
0,12,6.24652,17563
1,12,0.885346,2534
0,12,18.4643,50873
1,12,0.700972,2187
0,12,0.527606,941
1,12,1.85199,5458
0,12,1.25261,3535
1,12,0.777213,2000
0,12,0.170208,42
1,12,4.89221,15172
0,16,18.2085,45193
1,16,5.01001,12579
0,16,1.47547,3492
1,16,1.01029,2482
0,16,6.35891,15675
1,16,9.88131,24324
0,16,0.775525,1950
1,16,0.300998,0
0,16,13.6916,33785
1,16,2.71104,6871
