type,cpu,time,iterations
0,24,33.4161,56252
1,24,2.57371,4504
0,24,3.8799,6528
1,24,1.58127,2818
0,24,0.299911,0
1,24,4.07739,7076
0,24,3.79311,6496
1,24,7.30673,12327
0,24,4.12726,6951
1,24,9.51661,16702
0,32,23.0675,30211
1,32,6.2633,8202
0,32,1.68258,2190
1,32,0.916,1240
0,32,1.78834,2343
1,32,93.3336,126245
0,32,2.75501,2765
1,32,2.84608,3926
0,32,1.64098,1928
1,32,0.149348,62
0,0,8.62862,108454
1,0,99.3001,1207037
0,0,4.55656,56350
1,0,4.70712,60888
0,0,28.8982,362115
1,0,14.2717,177225
0,0,4.03103,47080
1,0,6.74391,86959
0,0,1.05708,12995
1,0,18.254,222310
0,1,6.19641,46739
1,1,7.47039,57337
0,1,22.4098,173295
1,1,0.352436,2819
0,1,41.1998,316287
1,1,145.912,1131624
0,1,14.6925,113366
1,1,2.1671,17541
0,1,6.26599,52037
1,1,0.14757,429
0,2,12.9058,89152
1,2,1.04281,8870
0,2,29.0439,215584
1,2,43.1712,314960
0,2,0.179355,274
1,2,25.8054,193132
0,2,131.428,969622
1,2,10.944,81637
0,2,0.8924,6741
1,2,12.3878,93462
0,4,5.39678,30118
1,4,0.138854,331
0,4,69.918,445262
1,4,3.35901,15483
0,4,11.4956,70278
1,4,3.48294,25486
0,4,0.307988,1879
1,4,2.71211,16534
0,4,12.482,77043
1,4,137.17,882207
0,6,3.20516,9504
1,6,28.1481,136945
0,6,5.39142,19995
1,6,7.53751,36652
0,6,6.81709,26131
1,6,10.0384,35011
0,6,14.3715,47902
0,0,9.40657,122983
1,0,0.655509,8085
0,0,13.4237,170385
1,0,18.3732,231168
0,0,47.2293,589779
1,0,64.9642,819409
0,0,24.5131,298012
1,0,2.66273,36215
0,0,11.8399,146385
1,0,0.0758779,453
0,1,8.45616,69869
1,1,132.691,1065361
0,1,174.198,1343497
1,1,12.7059,98497
0,1,32.2866,256116
1,1,16.5364,138553
0,1,7.33074,55613
1,1,17.1221,135234
0,1,41.9621,315251
1,1,0.890592,7668
0,2,18.9276,143841
1,2,6.45816,50398
0,2,44.192,315964
1,2,31.9562,240113
0,2,2.85852,20789
1,2,11.8303,88319
0,2,0.285422,1731
1,2,1.19816,9234
0,2,0.0392898,0
1,2,0.657121,5147
0,4,0.258578,1000
1,4,13.8098,86091
0,4,9.17979,59031
1,4,6.62632,45274
0,4,0.370319,2482
1,4,15.0818,103912
0,4,12.5053,83134
1,4,0.314541,775
0,4,1.11305,5374
1,4,2.52431,17624
0,6,9.46292,30605
1,6,4.95263,17134
0,6,0.34448,1319
1,6,6.70881,35891
0,6,31.1766,112230
1,6,10.1238,52009
0,6,3.43331,11870
1,6,9.66817,31430
0,6,11.7538,36387
1,6,3.72622,15516
0,8,0.58848,1451
1,8,5.37529,13813
0,8,1.37134,3407
1,8,2.31569,7070
0,8,5.98962,15916
1,8,24.3833,65835
0,8,3.03091,8492
1,8,155.38,436593
0,8,2.38058,6130
1,8,75.7829,204507
0,12,7.63275,21864
1,12,0.845719,2100
0,12,1.15635,3353
1,12,1.0759,2604
0,12,0.588624,1158
1,12,13.7875,40574
0,12,2.44257,7115
1,12,4.13393,12352
0,12,1.67478,4748
1,12,14.4707,40929
0,16,1.40531,2759
1,16,0.967323,2487
0,16,0.0725715,0
1,16,0.0621187,0
0,16,8.45666,20909
1,16,0.743625,1888
0,16,1.21324,2987
1,16,0.463516,240
0,16,0.112943,25
1,16,0.986194,1606
0,24,2.60533,4437
1,24,3.27253,5704
0,24,3.09455,5220
1,24,4.27184,6986
0,24,4.07196,6794
1,24,0.346609,620
0,24,2.54735,4304
1,24,1.20021,2106
0,24,0.358661,92
1,24,0.740285,1316
0,32,5.97561,7744
1,32,0.642202,558
0,32,12.1438,16006
1,32,3.70179,4996
0,32,10.3712,13569
1,32,7.39707,9760
0,32,1.24389,1646
1,32,0.795627,1087
0,32,22.1377,29122
1,32,13.5899,18258
0,0,3.81768,46725
1,0,16.2872,204041
0,0,0.0249989,200
1,0,3.00306,39559
0,0,15.9282,208132
1,0,0.26955,2508
0,0,62.9017,784244
1,0,0.860424,10874
0,0,55.0531,697687
1,0,22.9012,289629
0,1,24.7924,186906
1,1,0.525234,5000
0,1,10.2696,83000
1,1,0.114623,303
0,1,20.4493,158029
1,1,62.5581,508461
0,1,39.7476,309336
1,1,74.4211,596166
0,1,0.981049,7844
1,1,2.25787,19664
0,2,7.77315,59998
1,2,12.6076,94358
0,2,15.6228,114236
1,2,0.0877854,172
0,2,0.833165,6654
1,2,1.19453,9260
0,2,28.0082,201270
1,2,0.0977866,0
0,2,0.0588346,65
1,2,17.365,138348
0,4,7.59288,49259
1,4,5.04229,31277
0,4,9.65742,60803
1,4,7.70009,49769
0,4,18.082,117805
1,4,0.992706,6101
0,4,3.09279,18593
1,4,0.978787,7397
0,4,7.6125,49150
1,4,0.313035,1208
0,6,35.2066,110155
1,6,17.0942,63345
0,6,5.89417,19977
1,6,1.81835,6764
0,6,0.423784,1420
1,6,13.1083,51102
0,6,3.7608,12853
1,6,1.46921,4805
0,6,3.04098,9087
1,6,9.90113,33148
0,8,16.115,44348
1,8,10.0365,28384
0,8,0.865557,1688
1,8,1.72876,4580
0,8,2.03283,5291
1,8,0.897279,1814
0,8,4.00157,10049
1,8,18.9067,57316
0,8,1.48434,4056
1,8,0.760582,2520
0,12,2.15382,6324
1,12,0.259779,768
0,12,15.1949,41983
1,12,2.98295,9176
0,12,0.728496,1185
1,12,7.21053,21740
0,12,0.405157,819
1,12,9.29845,26429
0,12,4.21855,11663
1,12,13.9623,40174
0,16,7.41466,18019
1,16,0.46139,544
0,16,0.677078,1637
1,16,4.40635,10659
0,16,2.7455,6881
1,16,7.08557,17705
0,16,1.99783,4967
1,16,0.561336,1411
0,16,6.95849,16439
1,16,0.992545,2542
0,24,90.5778,156253
1,24,5.07868,8686
0,24,0.422996,552
1,24,0.145182,237
0,24,9.45524,16130
1,24,1.75609,3173
0,24,0.121593,86
1,24,0.736102,1046
0,24,3.207,5439
1,24,1.99366,3507
0,32,4.91832,6496
1,32,1.57632,2034
0,32,3.48628,4609
1,32,14.4279,19181
0,32,6.52648,8453
1,32,0.908699,1250
0,32,9.18332,11370
1,32,6.03796,8057
0,32,2.17856,2861
1,32,4.6318,5930
0,0,20.7922,267356
1,0,28.7893,360721
0,0,5.27903,71199
1,0,23.267,302934
0,0,14.0943,186157
1,0,72.5447,907988
0,0,0.00301132,0
1,0,12.1658,149464
0,0,58.5829,748151
1,0,0.0732818,464
0,1,23.7249,179583
1,1,4.90282,38041
0,1,27.2712,213996
1,1,0.447269,3047
0,1,2.03446,14258
1,1,12.4972,97309
0,1,114.373,895140
1,1,23.1277,188024
0,1,54.7447,437018
1,1,0.385919,3015
0,2,0.56153,3307
1,2,17.8445,123456
0,2,1.14686,8497
1,2,5.53978,45827
0,2,0.0331829,0
1,2,3.58438,26175
0,2,0.692697,5605
1,2,3.39665,23980
0,2,37.4291,277600
1,2,0.276185,2000
0,4,6.10029,37485
1,4,8.07148,52142
0,4,21.8583,133540
1,4,0.833505,5300
0,4,1.14158,7572
1,4,400.406,2663701
0,4,0.142042,1000
1,4,11.6168,73542
0,4,3.59996,17297
1,4,3.36192,20756
0,6,15.1724,46679
1,6,20.0474,66430
0,6,1.06056,2636
1,6,1.06322,5990
0,6,1.01164,5581
1,6,2.98099,13974
0,6,1.2319,5992
1,6,14.4943,77926
0,6,37.3464,117513
1,6,40.3299,146768
0,8,3.67435,9495
1,8,2.33397,9565
0,0,21.9809,279826
1,0,25.034,329992
0,0,6.86168,84364
1,0,0.962111,13358
0,0,0.377042,5000
1,0,0.108824,786
0,0,138.601,1777288
1,0,49.7458,629174
0,0,-320.581,4008050
1,0,18.2309,227612
0,1,0.393309,3359
1,1,132.474,1047847
0,1,19.156,146383
1,1,0.143251,1000
0,1,0.097359,444
1,1,76.716,610313
0,1,0.249992,1214
1,1,0.0364283,0
0,1,0.00871903,0
1,1,41.0064,331330
0,2,0.301494,1410
1,2,0.0630551,0
0,2,3.8563,28628
1,2,0.00503604,0
0,2,1.3216,9749
1,2,19.4522,139092
0,2,15.864,117992
1,2,12.9512,99928
0,2,1.93889,13817
1,2,0.467117,3616
0,4,0.656228,3364
1,4,14.5866,93903
0,4,27.2033,174628
1,4,0.205019,1000
0,4,0.1853,695
1,4,0.451297,2692
0,4,1.03979,5816
1,4,11.4401,79975
0,4,6.18361,27277
1,4,0.0228089,29
0,6,3.73256,11604
1,6,5.06967,21424
0,6,0.861064,2791
1,6,135.676,548897
0,6,10.3387,40246
1,6,2.69763,8992
0,6,0.431954,1000
1,6,0.920004,3106
0,6,32.4501,104520
1,6,0.787262,4446
0,8,0.776818,2697
1,8,1.04231,2841
0,8,0.239615,447
1,8,0.30823,30
0,8,0.226884,0
1,8,23.997,66550
0,8,0.753054,1757
1,8,72.4817,213392
0,8,14.85,39438
1,8,6.8525,18089
0,12,0.0469958,40
1,12,12.6824,37005
0,0,2.92013,38190
1,0,4.83843,63436
0,0,0.1245,1143
1,0,23.7357,302847
0,0,4.82582,67093
1,0,0.251419,2618
0,0,0.0411388,220
1,0,11.0654,144432
0,0,72.4632,912222
1,0,10.5207,133619
0,1,74.3538,578607
1,1,51.7448,420725
0,1,1.10224,9074
1,1,9.5809,86931
0,1,15.0506,122992
1,1,13.2381,102968
0,1,26.8737,205568
1,1,18.9448,161188
0,1,17.7114,136026
1,1,8.97769,68551
0,2,5.176,34982
1,2,5.13807,36584
0,2,0.0738597,0
1,2,0.755071,4883
0,2,4.25806,33440
1,2,0.506058,4175
0,2,2.6296,18878
1,2,0.420123,3334
0,2,19.4377,140414
1,2,0.106244,185
0,4,9.16696,57366
1,4,22.7958,146518
0,4,9.47436,59390
1,4,17.233,106857
0,4,13.0823,79063
1,4,2.9279,19838
0,4,10.5717,69714
1,4,0.0344147,0
0,4,1.16708,8612
1,4,0.578869,3766
0,6,9.31786,29330
1,6,1.81048,5991
0,6,34.1736,108554
1,6,0.643467,1652
0,6,5.91295,19273
1,6,8.02824,28585
0,6,1.30358,4524
1,6,4.76976,22074
0,6,3.00232,11442
1,6,0.253924,0
0,8,2.6609,6402
1,8,0.0217645,0
0,8,5.53492,14636
1,8,5.70812,16512
0,8,6.6102,17239
1,8,2.74216,7439
0,8,4.6278,11758
1,8,0.313061,897
0,8,53.5798,152695
1,8,0.638992,1776
0,12,0.930597,2453
1,12,22.7117,63267
0,12,1.79138,4903
1,12,0.677235,1941
0,12,0.809947,2000
1,12,1.25815,3759
0,12,4.25695,12518
1,12,5.54804,16291
0,12,3.61944,10347
1,12,5.34408,16445
0,16,0.724132,1612
1,16,2.43417,5986
0,16,2.24863,5515
1,16,18.9144,47717
0,16,1.53317,3039
1,16,16.9116,42049
0,16,1.73561,4347
1,16,0.942266,1749
0,16,3.28927,8136
1,16,2.42702,6101
0,24,0.302924,130
1,24,0.307066,537
0,24,7.5156,13009
1,24,1.73092,3028
0,24,1.45546,2450
1,24,10.9107,19092
0,24,8.13289,13578
0,0,-315.42,3949738
1,0,0.298211,3374
0,0,0.0277817,154
1,0,0.588736,8046
0,0,0.120698,1000
1,0,51.598,645697
0,0,0.787308,9897
1,0,0.0400142,244
0,0,4.81435,61549
1,0,37.1583,467000
0,1,43.7385,337069
1,1,17.4797,145695
0,1,11.4837,89328
1,1,31.5959,245090
0,1,21.8656,170434
1,1,40.6655,326175
0,1,8.59402,69379
1,1,15.1662,124541
0,1,88.4296,674463
1,1,0.241995,2000
0,2,0.606894,4609
1,2,0.0717072,0
0,2,123.306,917767
1,2,1.13291,8378
0,2,5.71317,44084
1,2,0.0352147,225
0,2,0.259608,1000
1,2,1.29507,8981
0,2,19.3376,135075
1,2,0.317952,2512
0,4,15.392,95604
1,4,7.73431,55425
0,4,14.4081,91764
1,4,0.134824,271
0,4,0.122075,0
1,4,0.430444,2451
0,4,13.6875,87244
1,4,0.00423285,0
0,4,11.7601,76632
1,4,0.291153,2036
0,6,0.00694312,0
1,6,9.50786,32036
0,6,6.29156,19245
1,6,3.71886,16394
0,6,5.90075,23936
1,6,11.7957,59659
0,6,0.161179,0
1,6,8.37269,31186
0,6,7.45987,26766
1,6,0.762275,2720
0,8,1.75809,4329
1,8,17.3079,45464
0,8,9.62925,27203
1,8,21.0203,57457
0,8,2.55461,6577
1,8,16.4837,42602
0,8,14.3265,38612
1,8,14.3815,41461
0,8,0.464466,1256
1,8,9.03147,26672
0,12,8.48516,22881
1,12,1.01427,2157
0,12,0.239201,0
1,12,2.58664,7866
0,12,0.340086,544
1,12,9.76572,29060
0,12,8.51395,23684
1,12,0.363225,1000
0,12,2.77505,8084
1,12,23.1307,66325
0,16,0.527893,1352
1,16,2.01136,5067
0,16,4.41483,10279
1,16,1.66647,4101
0,16,0.195805,298
1,16,0.476538,1183
0,16,1.80395,4364
1,16,1.30267,2514
0,16,0.0660641,68
1,16,14.4447,36031
0,24,0.565693,298
1,24,10.814,18865
0,24,0.277099,32
1,24,1.10975,1938
0,24,0.355942,0
1,24,2.90197,4940
0,24,2.01008,3394
1,24,7.57876,13103
0,24,2.32493,4001
1,24,4.12959,7160
0,32,1.94674,2571
1,32,6.17285,8213
0,32,9.16975,12007
1,32,4.60137,6244
0,32,81.8293,107774
1,32,3.35182,4378
0,32,1.82167,2019
1,32,6.40193,8555
0,32,1.83482,2059
1,32,1.22426,1648
0,0,3.27808,41907
1,0,9.10645,115905
0,0,27.1141,344208
1,0,0.351623,4000
0,0,2.96312,37643
1,0,6.02621,71472
0,0,62.253,801030
1,0,36.1369,467951
0,0,38.9452,490357
1,0,8.00467,102963
0,1,23.5165,182216
1,1,3.71847,31325
0,1,16.6686,128628
1,1,48.0938,386253
0,1,35.9969,280334
1,1,12.2018,100310
0,1,44.1264,341375
1,1,7.73374,68087
0,1,20.3667,158824
1,1,38.224,307688
0,2,2.46433,17784
1,2,0.149153,847
0,2,1.38231,9322
1,2,25.5306,186463
0,2,0.0696823,380
1,2,28.6886,220401
0,2,23.1821,168693
1,2,0.0385472,262
0,2,2.05183,16957
1,2,7.47576,54659
0,4,2.66215,11673
1,4,1.09485,5038
0,4,7.5469,48045
1,4,1.31778,6122
0,4,19.5363,127411
1,4,0.134871,97
0,4,0.544047,2244
1,4,0.134237,146
0,4,21.7477,132580
1,4,0.105014,0
0,6,22.6281,79077
1,6,19.8874,65558
0,6,6.00839,28744
1,6,0.186651,0
0,6,1.26005,6742
1,6,1.44826,8040
0,6,11.633,54995
1,6,10.0251,37396
0,6,1.87904,5903
1,6,8.24711,30373
0,8,13.8703,34954
1,8,6.47017,19534
0,8,3.53564,9280
1,8,1.33623,3486
0,8,0.612929,801
1,8,35.1479,93846
0,8,0.248093,486
1,8,1.19359,3254
0,8,1.14551,3569
1,8,1.37623,3229
0,12,0.0578918,0
1,12,8.98535,26768
0,12,0.0278565,80
1,12,15.3869,43448
0,12,1.26549,3610
1,12,1.17935,3567
0,12,5.61865,16085
1,12,1.26302,3291
0,12,1.47312,4261
1,12,0.304156,27
0,16,18.2028,44099
1,16,0.73726,1875
0,16,29.1941,71976
1,16,3.42886,8691
0,16,3.4588,8404
1,16,4.81543,11803
0,16,0.834082,1717
1,16,5.57798,13965
0,16,5.27402,12740
1,16,0.858898,2091
0,24,3.258,5540
1,24,2.49088,4000
0,24,1.18155,2021
1,24,0.756552,1190
0,24,1.00246,1721
1,24,1.10045,1624
0,24,2.5631,4367
1,24,3.7334,6311
0,24,47.6454,83707
1,24,39.2832,69710
0,32,3.50389,4274
1,32,5.18044,6911
0,32,3.51765,4303
1,32,0.0495696,76
0,32,0.525031,277
1,32,11.7601,15810
0,32,0.35391,269
1,32,6.21056,8297
0,32,0.737744,831
1,32,0.565061,36
0,0,32.1415,381246
1,0,0.506125,6666
0,0,-326.832,3970978
1,0,31.2736,394740
0,0,0.276343,4000
1,0,6.26783,81103
0,0,1.85083,23735
1,0,1.03868,13054
0,0,18.5548,224124
1,0,15.4016,183723
0,1,16.817,122813
1,1,16.7027,128655
0,1,71.7375,540844
1,1,10.8334,87774
0,1,28.1105,208413
1,1,112.073,929827
0,1,67.8597,523385
1,1,1.60756,13077
0,1,170.426,1325815
1,1,112.403,891471
0,2,0.0392219,40
1,2,2.83099,19913
0,2,11.3189,80465
1,2,71.5872,546093
0,2,0.345203,2221
1,2,14.0038,100543
0,2,38.5875,283828
1,2,0.194475,1204
0,2,23.7458,176775
1,2,0.317582,2656
0,4,0.83256,5048
1,4,16.2042,96002
0,4,17.7626,123894
1,4,2.50219,15880
0,4,1.21754,7971
1,4,3.27397,20405
0,4,13.6545,84888
1,4,0.366661,2031
0,4,0.220999,736
1,4,0.859471,6360
0,6,1.90673,10966
1,6,0.668722,4131
0,6,20.7869,73057
1,6,1.54495,5041
0,6,6.51118,19121
1,6,8.88506,35787
0,6,16.5176,63143
1,6,4.14528,19322
0,6,22.2365,71759
1,6,2.86035,9817
0,8,3.34976,8744
1,8,5.70365,14344
0,8,4.31201,12729
1,8,20.0004,60530
0,8,5.19979,13961
1,8,6.60493,20422
0,8,2.07529,7166
1,8,6.06732,15672
0,8,0.137686,141
1,8,10.2203,32348
0,12,22.3908,59861
1,12,1.02171,2883
0,12,4.72669,13640
1,12,5.16214,15343
0,12,0.977621,2746
1,12,4.2161,12378
0,12,0.429251,528
1,12,0.532222,1474
0,12,2.10018,5588
1,12,1.68387,5255
0,16,1.52171,3718
1,16,9.82227,24454
0,16,0.384514,777
1,16,17.8021,45688
0,16,0.947925,2315
1,16,0.99037,2470
0,16,2.9947,7250
1,16,0.649795,1648
0,16,6.73916,16352
1,16,4.79268,11927
0,24,6.20717,10105
1,24,8.06836,14240
0,24,8.43667,14227
1,24,0.849897,1509
0,24,0.182631,145
1,24,2.32989,3636
0,24,1.49976,2565
1,24,1.75419,3040
0,24,2.281,3900
1,24,4.38769,7734
0,32,4.39471,5749
1,32,13.092,17405
0,32,9.20706,12039
1,32,1.45635,1970
0,32,0.919284,518
1,32,5.97206,8021
0,32,5.28774,6811
1,32,6.97687,9363
0,32,4.37948,5726
1,32,1.87735,2497
0,0,77.7804,1006798
1,0,0.0305617,0
0,0,14.072,178629
1,0,30.4239,379471
0,0,61.7501,785456
1,0,9.22468,114987
0,0,95.2434,1217412
1,0,0.353286,4210
0,0,32.4709,413840
1,0,112.318,1387499
0,1,0.00867902,0
1,1,0.283271,1626
0,1,0.50214,3879
1,1,0.085784,0
0,1,26.7053,204295
1,1,4.21271,36215
0,1,0.175811,1000
1,1,0.0618726,0
0,1,67.3775,530229
1,1,5.18862,47542
0,2,0.0482428,0
1,2,23.0002,174944
0,2,0.0393403,0
1,2,0.178425,1106
0,2,248.026,1815395
1,2,62.8006,472314
0,2,8.82022,64528
1,2,10.008,74585
0,2,1.19473,9099
1,2,7.9813,62204
0,4,1.79049,12337
1,4,0.115896,107
0,4,6.88101,35989
1,4,12.797,75860
0,4,0.0981526,0
1,4,0.429231,2064
0,4,14.2003,92005
1,4,4.79955,30664
0,4,4.4034,27678
1,4,0.232395,1000
0,6,0.46298,1702
1,6,0.382648,1000
0,6,7.1461,28124
1,6,5.53399,34442
0,6,0.395561,1311
1,6,2.8956,16652
0,6,0.918649,5129
1,6,2.69155,9012
0,6,0.191433,0
1,6,0.130349,0
0,8,2.23692,5748
1,8,2.50773,6646
0,8,1.21678,2835
1,8,0.00289166,0
0,8,0.140923,249
1,8,0.157735,464
0,8,1.93809,6240
1,8,1.95248,5303
0,8,0.589515,1865
1,8,5.35074,14963
0,12,1.085,3045
1,12,0.0658292,121
0,12,13.0164,35837
1,12,0.570384,1342
0,12,0.605685,1693
1,12,7.04469,20030
0,12,2.00693,5795
1,12,6.60868,19689
0,12,3.95706,10463
1,12,13.3599,38362
0,16,0.913431,2245
1,16,1.73305,4334
0,16,4.50047,10920
1,16,7.17003,17847
0,16,0.154344,0
1,16,5.89863,15491
0,16,1.24124,2808
1,16,4.43784,10964
0,16,13.5742,32880
1,16,0.291467,761
0,24,0.0550205,35
1,24,0.00785868,21
0,0,46.764,564653
1,0,31.8689,390409
0,0,72.355,901902
1,0,12.9105,160339
0,0,2.73966,37608
1,0,0.868558,11863
0,0,19.9742,257759
1,0,40.4861,514125
0,0,13.9834,175432
1,0,10.8235,132918
0,1,39.522,308980
1,1,6.71395,58507
0,1,0.212164,2000
1,1,12.1447,103030
0,1,2.37816,17754
1,1,94.5786,745563
0,1,0.222128,1000
1,1,44.7543,361006
0,1,140.129,1083928
1,1,0.659521,4736
0,2,2.89976,21154
1,2,0.206821,1476
0,2,0.412227,3096
1,2,3.30436,23941
0,2,0.318065,2279
1,2,0.917136,6793
0,2,4.86025,34372
1,2,11.1078,83026
0,2,0.307077,2000
1,2,8.01781,66053
0,4,8.39778,58833
1,4,0.206973,1000
0,4,10.1683,65750
1,4,0.0449123,170
0,4,0.194203,1000
1,4,8.84327,62237
0,4,10.2807,68387
1,4,3.61238,22084
0,4,17.961,109955
1,4,0.108478,585
0,6,16.9473,52547
1,6,0.194937,128
0,6,10.1019,34844
1,6,0.0895613,140
0,6,8.11985,27051
1,6,1.57074,5060
0,6,6.25617,21115
1,6,12.3858,39225
0,6,7.76745,25041
1,6,6.04968,19590
0,8,1.93757,5048
1,8,2.03212,5406
0,8,2.57841,6540
1,8,0.215376,0
0,8,3.01268,7956
1,8,10.2066,34266
0,8,37.7665,99238
1,8,10.7793,31431
0,8,3.65902,9735
1,8,26.3626,80884
0,12,8.18653,22929
1,12,4.34973,13572
0,12,1.04454,3079
1,12,2.09115,6477
0,12,4.44049,13000
1,12,15.9954,45400
0,12,0.551091,1000
1,12,2.72715,8259
0,12,10.221,27658
1,12,0.090878,23
0,16,1.97847,4839
1,16,1.59597,4138
0,16,37.9757,94020
1,16,0.593452,1179
0,16,10.4628,25760
1,16,8.04587,20617
0,16,10.1082,24896
1,16,0.646674,927
0,16,4.69273,11446
1,16,0.00961863,24
0,24,3.55706,6090
1,24,7.49603,13097
0,24,0.459355,107
1,24,6.64584,11067
0,24,4.34966,7544
1,24,1.50357,1860
0,24,14.6668,24571
1,24,4.31421,7583
0,24,6.84495,11544
1,24,5.28772,9301
0,32,0.365277,382
1,32,2.10734,2615
0,32,0.407834,70
1,32,0.203162,0
0,32,0.26946,357
1,32,1.83688,2521
0,32,2.91419,3683
1,32,2.12902,2851
0,32,0.326291,0
1,32,9.44018,12724
0,0,30.9999,402672
1,0,35.0218,447310
0,0,12.3333,152826
1,0,4.76876,59056
0,0,10.7526,137835
1,0,3.55272,45814
0,0,40.0596,500867
1,0,0.0846395,473
0,0,43.7402,555877
1,0,-317.124,3948975
0,1,0.670949,5803
1,1,0.0562057,0
0,1,0.0187811,62
1,1,0.866799,6810
0,1,29.4476,227470
1,1,27.0572,223177
0,1,4.83366,35241
1,1,26.037,193545
0,1,11.264,87493
1,1,49.9027,389497
0,2,0.175413,422
1,2,9.90172,72266
0,2,1.1096,9383
1,2,0.426889,3034
0,2,0.457831,3179
1,2,0.270519,1289
0,2,0.0899393,119
1,2,0.0787354,525
0,2,88.6949,650044
1,2,5.92091,46388
0,4,3.97569,25931
1,4,5.5448,35264
0,4,1.49791,9527
1,4,3.46389,16831
0,4,0.933535,6536
1,4,25.5504,164627
0,4,0.0420049,58
1,4,0.19698,1000
0,4,0.971649,5850
1,4,67.3828,456263
0,6,0.114363,0
1,6,0.332088,1288
0,6,0.00465376,0
1,6,1.64703,7133
0,6,0.729204,2573
1,6,15.573,88257
0,6,12.7674,46072
1,6,8.51668,35914
0,6,13.4176,46796
1,6,0.686427,2170
0,8,8.83358,23092
1,8,1.23741,3431
0,8,9.85068,25220
1,8,11.2612,33443
0,8,3.77896,9678
1,8,0.666677,1404
0,8,6.21986,16119
1,8,13.6469,35662
0,8,1.92848,5136
1,8,16.0306,45407
0,12,3.86234,11104
1,12,14.8221,42633
0,12,1.87689,5474
1,12,6.10317,18412
0,12,0.466424,1212
1,12,8.81906,25994
0,12,14.642,39564
1,12,1.5955,4878
0,12,1.39764,4043
1,12,2.68434,8004
0,16,0.205471,95
1,16,3.47691,8680
0,16,1.0224,2023
1,16,7.27799,18326
0,16,0.0940633,0
1,16,2.0976,5359
0,16,8.82269,21168
1,16,0.662869,1737
0,16,1.61593,3843
1,16,6.339,15223
0,24,0.193268,0
1,24,2.67188,4668
0,24,4.96417,8424
1,24,0.338521,83
0,24,1.23884,2120
1,24,6.19926,10019
0,24,5.22305,8927
1,24,0.606343,832
0,24,6.58685,11009
1,24,3.08917,5513
0,32,4.84552,6427
1,32,2.01177,2777
0,32,1.82547,2228
1,32,3.38003,4489
0,32,4.9936,6728
1,32,3.46672,4668
0,32,2.35664,3131
1,32,9.60517,13100
0,32,1.74323,2265
1,32,1.99644,2480
0,0,40.4004,505757
1,0,19.2624,243521
0,0,11.8662,152245
1,0,10.511,131927
0,0,0.74575,9714
1,0,5.09818,65215
0,0,0.102412,1000
1,0,2.69708,33998
0,0,7.64093,98421
1,0,1.22906,18870
0,1,15.2541,119823
1,1,22.7508,185014
0,1,5.3836,42525
1,1,36.6179,293272
0,1,7.13011,54943
1,1,3.62305,28113
0,1,0.841187,7170
1,1,56.6981,454155
0,1,30.1599,240316
1,1,0.0525641,73
0,2,12.9163,91696
1,2,24.8348,193445
0,2,0.763258,6082
1,2,-519.939,3961093
0,2,0.130144,0
1,2,0.159764,1000
0,2,7.68834,60082
1,2,11.5206,87584
0,2,3.12802,22978
1,2,3.98266,31531
0,4,0.178323,363
1,4,4.65966,25002
0,4,19.6182,132828
1,4,4.25489,27706
0,4,28.1058,178468
1,4,2.6367,19151
0,4,0.210812,1436
1,4,0.696654,4487
0,4,6.37531,40491
1,4,7.10822,44564
0,6,10.5815,34856
1,6,22.0453,82240
0,6,12.96,41918
1,6,0.330254,1000
0,6,12.9591,40832
1,6,15.2122,73206
0,6,0.905294,5097
1,6,2.66262,15256
0,6,1.32533,7484
1,6,0.0760618,46
0,8,28.871,79038
1,8,3.40406,8498
0,8,9.61926,28722
1,8,12.0999,32652
0,8,6.28346,16143
1,8,9.99952,25676
0,8,0.712426,1952
1,8,10.7274,27759
0,8,2.93498,8446
1,8,3.96722,10437
0,12,0.00854961,0
1,12,2.8328,8314
0,12,5.65116,16201
1,12,2.50804,7591
0,12,11.9083,32878
1,12,0.0353392,0
0,12,11.9236,32456
1,12,2.82711,8513
0,12,0.318275,866
1,12,21.7129,59167
0,16,2.48213,5988
1,16,0.393505,646
0,16,1.46841,3635
1,16,0.805302,2026
0,16,27.6966,70131
1,16,4.01059,9376
0,16,4.02094,9635
1,16,18.1314,45872
0,16,1.93226,4377
1,16,6.55899,16370
0,24,6.45713,10524
1,24,6.5089,10752
0,24,0.870353,1496
1,24,4.64545,8060
0,24,2.37047,4087
1,24,0.775716,1367
0,24,7.70868,13151
1,24,1.65649,2409
0,24,4.07978,6913
1,24,1.3653,2272
0,32,2.67486,3506
1,32,3.32934,4473
0,32,4.8375,6097
1,32,3.34937,4492
0,32,0.678601,912
1,32,0.957323,1298
0,32,0.949151,1267
1,32,0.522454,477
0,32,0.485052,479
1,32,0.126956,0
0,0,0.310622,3332
1,0,7.64517,97224
0,0,0.586626,8275
1,0,28.2923,367717
0,0,0.0122228,0
1,0,0.0199629,73
0,0,10.8731,140894
1,0,0.336357,4941
0,0,8.83945,112667
1,0,0.0449726,0
0,1,0.14706,508
1,1,16.4565,125022
0,1,0.811927,6661
1,1,1.1094,10122
0,1,8.62966,69647
1,1,2.75498,22791
0,1,34.2871,265361
1,1,9.72432,80273
0,1,27.4138,216956
1,1,0.0606614,395
0,2,8.9711,67809
1,2,2.47644,19124
0,2,0.0913533,97
1,2,18.9635,143185
0,2,0.425125,3365
1,2,0.029599,0
0,2,15.5796,113143
