data_pack,cpu,time,iters
0,4,9.72973,56952
0,16,14.7764,34392
0,2,14.3461,101286
0,8,5.97681,16276
0,1,44.4491,373960
0,64,2.39469,1513
0,32,21.5604,26095
0,6,6.71562,31501
0,24,7.71943,12784
0,12,10.3275,25825
0,128,9.95219,2928
