started working
L,2e-05,2e-05,1009.94,1009.94,1009.93,1009.93,
L,0.116311,0.116311,1009.94,1009.94,1009.93,1009.93,
L,0.226142,0.226142,1009.94,1009.94,1009.93,1009.93,
L,0.340203,0.340203,1009.94,1009.94,1009.93,1009.93,
L,0.442104,0.442104,1009.94,1009.94,1009.93,1009.93,
L,0.541405,0.541405,1009.94,1009.94,1009.93,1009.93,
L,0.638356,0.638356,1009.94,1009.94,1009.93,1009.93,
L,0.730257,0.730257,1009.94,1009.94,1009.93,1009.93,
L,0.822097,0.822097,1009.94,1009.94,1009.93,1009.93,
L,0.917938,0.917938,1009.94,1009.94,1009.93,1009.93,
L,1.01341,1.01341,1009.94,1009.94,1009.93,1009.93,
U,1.10483,1.10483,1.10996,1.10996,1.11357,1.11357,
L,1.12305,1.12305,1.10996,1.10996,1.11357,1.11357,
L,1.22613,1.22613,1.10996,1.10996,1.11357,1.11357,
L,1.317,1.317,1.10996,1.10996,1.11357,1.11357,
L,1.4177,1.4177,1.10996,1.10996,1.11357,1.11357,
L,1.52471,1.52471,1.10996,1.10996,1.11357,1.11357,
L,1.63007,1.63007,1.10996,1.10996,1.11357,1.11357,
L,1.72961,1.72961,1.10996,1.10996,1.11357,1.11357,
L,1.82862,1.82862,1.10996,1.10996,1.11357,1.11357,
L,1.93195,1.93195,1.10996,1.10996,1.11357,1.11357,
L,2.04537,2.04537,1.10996,1.10996,1.11357,1.11357,
L,2.1656,2.1656,1.10996,1.10996,1.11357,1.11357,
U,2.29491,2.29491,2.301,2.301,2.3002,2.3002,
L,2.35292,2.35292,2.301,2.301,2.3002,2.3002,
L,2.45939,2.45939,2.301,2.301,2.3002,2.3002,
L,2.60249,2.60249,2.301,2.301,2.3002,2.3002,
L,2.72665,2.72665,2.301,2.301,2.3002,2.3002,
L,2.85095,2.85095,2.301,2.301,2.3002,2.3002,
L,2.97899,2.97899,2.301,2.301,2.3002,2.3002,
L,3.10097,3.10097,2.301,2.301,2.3002,2.3002,
L,3.222,3.222,2.301,2.301,2.3002,2.3002,
L,3.34265,3.34265,2.301,2.301,2.3002,2.3002,
L,3.47293,3.47293,2.301,2.301,2.3002,2.3002,
L,3.59257,3.59257,2.301,2.301,2.3002,2.3002,
U,3.71341,3.71341,3.73937,3.73937,3.7701,3.7701,
L,3.78065,3.78065,3.73937,3.73937,3.7701,3.7701,
L,3.88136,3.88136,3.73937,3.73937,3.7701,3.7701,
L,4.01404,4.01404,3.73937,3.73937,3.7701,3.7701,
L,4.13778,4.13778,3.73937,3.73937,3.7701,3.7701,
L,4.2588,4.2588,3.73937,3.73937,3.7701,3.7701,
L,4.3795,4.3795,3.73937,3.73937,3.7701,3.7701,
L,4.5095,4.5095,3.73937,3.73937,3.7701,3.7701,
