started working
L,6e-05,6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,0.304722,0.304722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,0.492184,0.492184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,0.706636,0.706636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,0.948918,0.948918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,1.16166,1.16166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,1.36015,1.36015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,1.58752,1.58752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,1.83265,1.83265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,2.07152,2.07152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,2.31569,2.31569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
U,2.59915,2.59915,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,2.6497,2.6497,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,2.9388,2.9388,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,3.23759,3.23759,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,3.5848,3.5848,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,3.94263,3.94263,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,4.30438,4.30438,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,4.69777,4.69777,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,5.12021,5.12021,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,5.54376,5.54376,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,6.00801,6.00801,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
L,6.43708,6.43708,2.61715,2.61715,2.62499,2.62499,2.61922,2.61922,2.62279,2.62279,2.62132,2.62132,2.6222,2.6222,2.61536,2.61536,2.62953,2.62953,2.61674,2.61674,2.6237,2.6237,2.6175,2.6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,0,0,-nan,-nan,nan,nan,nan,nan,
U,6.8967,6.8967,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
L,6.98905,6.98905,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
L,7.46475,7.46475,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
L,7.98484,7.98484,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
L,8.52961,8.52961,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
L,9.03565,9.03565,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
L,9.53649,9.53649,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
L,10.0324,10.0324,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
L,10.5202,10.5202,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
L,11.004,11.004,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
L,11.489,11.489,6.92799,6.92799,6.93001,6.93001,6.93598,6.93598,6.95845,6.95845,6.94208,6.94208,6.94711,6.94711,6.93109,6.93109,6.94768,6.94768,6.94819,6.94819,6.96439,6.96439,6.92357,6.92357,6.92318,6.92318,6.9376,6.9376,6.94547,6.94547,6.92361,6.92361,6.93458,6.93458,6.92565,6.92565,6.94389,6.94389,6.92823,6.92823,6.94775,6.94775,6.93893,6.93893,6.93739,6.93739,nan,nan,nan,nan,
