started working
L,4e-05,4e-05,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,0.196672,0.196672,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,0.339143,0.339143,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,0.493055,0.493055,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,0.649126,0.649126,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,0.825838,0.825838,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,1.01608,1.01608,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,1.22914,1.22914,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,1.43497,1.43497,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,1.68127,1.68127,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,1.94749,1.94749,5452.68,5452.68,5452.67,5452.67,5452.69,5452.69,5452.67,5452.67,5452.59,5452.59,5452.69,5452.69,5452.61,5452.61,5452.61,5452.61,5452.63,5452.63,5452.59,5452.59,5452.62,5452.62,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
U,2.23952,2.23952,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,2.28283,2.28283,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,2.58317,2.58317,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,2.88798,2.88798,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,3.26743,3.26743,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,3.61247,3.61247,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,3.97372,3.97372,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,4.35442,4.35442,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,4.73375,4.73375,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,5.10891,5.10891,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,5.48384,5.48384,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
L,5.8355,5.8355,2.25406,2.25406,2.25447,2.25447,2.25974,2.25974,2.25399,2.25399,2.26144,2.26144,2.25967,2.25967,2.2541,2.2541,2.25419,2.25419,2.25629,2.25629,2.26689,2.26689,2.25815,2.25815,5452.63,5452.63,5452.64,5452.64,5452.72,5452.72,5452.67,5452.67,5452.71,5452.71,
U,6.22675,6.22675,6.26284,6.26284,6.25349,6.25349,6.25216,6.25216,6.26263,6.26263,6.24982,6.24982,6.26448,6.26448,6.25587,6.25587,6.26609,6.26609,6.26678,6.26678,6.26584,6.26584,6.25795,6.25795,6.27865,6.27865,6.25778,6.25778,6.26908,6.26908,6.25873,6.25873,6.24998,6.24998,
