started working
L,3e-05,3e-05,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
L,0.097951,0.097951,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
L,0.198352,0.198352,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
L,0.319953,0.319953,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
L,0.443224,0.443224,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
L,0.570445,0.570445,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
L,0.698766,0.698766,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
L,0.820537,0.820537,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
L,0.940068,0.940068,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
L,1.05871,1.05871,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
L,1.17807,1.17807,9955.58,9955.58,9955.58,9955.58,9955.56,9955.56,9955.59,9955.59,
U,1.30425,1.30425,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,1.32329,1.32329,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,1.44587,1.44587,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,1.57308,1.57308,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,1.69942,1.69942,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,1.82367,1.82367,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,1.94145,1.94145,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,2.05832,2.05832,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,2.17414,2.17414,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,2.28922,2.28922,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,2.42721,2.42721,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
L,2.55414,2.55414,1.31011,1.31011,1.31033,1.31033,1.30892,1.30892,1.31243,1.31243,
U,2.68808,2.68808,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,2.70855,2.70855,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,2.82922,2.82922,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,2.98097,2.98097,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,3.12259,3.12259,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,3.26292,3.26292,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,3.41967,3.41967,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,3.56104,3.56104,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,3.70949,3.70949,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,3.85337,3.85337,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,3.99681,3.99681,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
L,4.14019,4.14019,2.69342,2.69342,2.69398,2.69398,2.69271,2.69271,2.69391,2.69391,
U,4.28321,4.28321,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,4.37153,4.37153,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,4.48846,4.48846,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,4.63195,4.63195,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,4.77845,4.77845,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,4.92862,4.92862,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,5.07451,5.07451,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,5.21887,5.21887,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,5.37723,5.37723,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,5.52109,5.52109,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,5.6671,5.6671,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
L,5.82341,5.82341,4.28687,4.28687,4.32113,4.32113,4.28737,4.28737,4.3374,4.3374,
U,5.97508,5.97508,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,6.04199,6.04199,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,6.15737,6.15737,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,6.32246,6.32246,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,6.47213,6.47213,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,6.62229,6.62229,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,6.77041,6.77041,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,6.91777,6.91777,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,7.06489,7.06489,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,7.21121,7.21121,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,7.37063,7.37063,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
L,7.51703,7.51703,5.98041,5.98041,5.98102,5.98102,5.99622,5.99622,6.0296,6.0296,
U,7.66184,7.66184,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,7.73054,7.73054,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,7.84632,7.84632,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,7.98984,7.98984,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,8.13393,8.13393,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,8.27691,8.27691,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,8.4309,8.4309,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,8.57454,8.57454,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,8.72265,8.72265,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,8.86548,8.86548,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,9.0085,9.0085,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
L,9.15134,9.15134,7.68435,7.68435,7.67286,7.67286,7.66599,7.66599,7.71719,7.71719,
U,9.2938,9.2938,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,9.37024,9.37024,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,9.49317,9.49317,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,9.6418,9.6418,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,9.80126,9.80126,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,9.94674,9.94674,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,10.0911,10.0911,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,10.2359,10.2359,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,10.3872,10.3872,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,10.5325,10.5325,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,10.6794,10.6794,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
L,10.8243,10.8243,9.31654,9.31654,9.3033,9.3033,9.30059,9.30059,9.35312,9.35312,
U,10.9685,10.9685,10.9741,10.9741,10.9865,10.9865,10.9727,10.9727,11.0227,11.0227,
L,11.0373,11.0373,10.9741,10.9741,10.9865,10.9865,10.9727,10.9727,11.0227,11.0227,
L,11.1555,11.1555,10.9741,10.9741,10.9865,10.9865,10.9727,10.9727,11.0227,11.0227,
L,11.3064,11.3064,10.9741,10.9741,10.9865,10.9865,10.9727,10.9727,11.0227,11.0227,
