started working
L,6e-05,6e-05,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,4586.3,4586.3,4586.3,4586.3,4586.35,4586.35,4586.33,4586.33,4586.31,4586.31,4586.34,4586.34,4586.32,4586.32,4586.32,4586.32,4586.31,4586.31,4586.33,4586.33,4586.34,4586.34,4586.31,4586.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,0,0,nan,nan,nan,nan,-5.97229e-4946,-5.97229e-4946,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,6.45008e-4945,6.45008e-4945,-nan,-nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,
L,0.386893,0.386893,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,4586.3,4586.3,4586.3,4586.3,4586.35,4586.35,4586.33,4586.33,4586.31,4586.31,4586.34,4586.34,4586.32,4586.32,4586.32,4586.32,4586.31,4586.31,4586.33,4586.33,4586.34,4586.34,4586.31,4586.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,0,0,nan,nan,nan,nan,-5.97229e-4946,-5.97229e-4946,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,6.45008e-4945,6.45008e-4945,-nan,-nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,
L,0.800907,0.800907,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,4586.3,4586.3,4586.3,4586.3,4586.35,4586.35,4586.33,4586.33,4586.31,4586.31,4586.34,4586.34,4586.32,4586.32,4586.32,4586.32,4586.31,4586.31,4586.33,4586.33,4586.34,4586.34,4586.31,4586.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,0,0,nan,nan,nan,nan,-5.97229e-4946,-5.97229e-4946,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,6.45008e-4945,6.45008e-4945,-nan,-nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,
L,1.19043,1.19043,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,4586.3,4586.3,4586.3,4586.3,4586.35,4586.35,4586.33,4586.33,4586.31,4586.31,4586.34,4586.34,4586.32,4586.32,4586.32,4586.32,4586.31,4586.31,4586.33,4586.33,4586.34,4586.34,4586.31,4586.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,0,0,nan,nan,nan,nan,-5.97229e-4946,-5.97229e-4946,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,6.45008e-4945,6.45008e-4945,-nan,-nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,
L,1.55762,1.55762,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,4586.3,4586.3,4586.3,4586.3,4586.35,4586.35,4586.33,4586.33,4586.31,4586.31,4586.34,4586.34,4586.32,4586.32,4586.32,4586.32,4586.31,4586.31,4586.33,4586.33,4586.34,4586.34,4586.31,4586.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,0,0,nan,nan,nan,nan,-5.97229e-4946,-5.97229e-4946,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,6.45008e-4945,6.45008e-4945,-nan,-nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,
L,2.02675,2.02675,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,4586.3,4586.3,4586.3,4586.3,4586.35,4586.35,4586.33,4586.33,4586.31,4586.31,4586.34,4586.34,4586.32,4586.32,4586.32,4586.32,4586.31,4586.31,4586.33,4586.33,4586.34,4586.34,4586.31,4586.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,0,0,nan,nan,nan,nan,-5.97229e-4946,-5.97229e-4946,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,6.45008e-4945,6.45008e-4945,-nan,-nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,
L,2.44179,2.44179,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,4586.3,4586.3,4586.3,4586.3,4586.35,4586.35,4586.33,4586.33,4586.31,4586.31,4586.34,4586.34,4586.32,4586.32,4586.32,4586.32,4586.31,4586.31,4586.33,4586.33,4586.34,4586.34,4586.31,4586.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,0,0,nan,nan,nan,nan,-5.97229e-4946,-5.97229e-4946,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,6.45008e-4945,6.45008e-4945,-nan,-nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,
L,2.82909,2.82909,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,4586.3,4586.3,4586.3,4586.3,4586.35,4586.35,4586.33,4586.33,4586.31,4586.31,4586.34,4586.34,4586.32,4586.32,4586.32,4586.32,4586.31,4586.31,4586.33,4586.33,4586.34,4586.34,4586.31,4586.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,0,0,nan,nan,nan,nan,-5.97229e-4946,-5.97229e-4946,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,6.45008e-4945,6.45008e-4945,-nan,-nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,
L,3.52652,3.52652,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,4586.3,4586.3,4586.3,4586.3,4586.35,4586.35,4586.33,4586.33,4586.31,4586.31,4586.34,4586.34,4586.32,4586.32,4586.32,4586.32,4586.31,4586.31,4586.33,4586.33,4586.34,4586.34,4586.31,4586.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,0,0,nan,nan,nan,nan,-5.97229e-4946,-5.97229e-4946,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,6.45008e-4945,6.45008e-4945,-nan,-nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,
L,4.0243,4.0243,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,16866.3,4586.3,4586.3,4586.3,4586.3,4586.35,4586.35,4586.33,4586.33,4586.31,4586.31,4586.34,4586.34,4586.32,4586.32,4586.32,4586.32,4586.31,4586.31,4586.33,4586.33,4586.34,4586.34,4586.31,4586.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,0,0,nan,nan,nan,nan,-5.97229e-4946,-5.97229e-4946,nan,nan,nan,nan,6.26241e-4941,6.26241e-4941,6.45008e-4945,6.45008e-4945,-nan,-nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-nan,-nan,nan,nan,nan,nan,
