started working
L,2e-05,2e-05,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
L,0.114191,0.114191,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
L,0.226702,0.226702,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
L,0.417423,0.417423,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
L,0.584775,0.584775,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
L,0.754046,0.754046,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
L,0.947138,0.947138,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
L,1.1459,1.1459,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
L,1.3828,1.3828,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
L,1.63572,1.63572,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
L,1.8555,1.8555,964.68,964.68,964.648,964.648,964.675,964.675,964.633,964.633,964.633,964.633,964.635,964.635,61986.7,61986.7,61986.9,61986.9,
U,2.09017,2.09017,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,2.13521,2.13521,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,2.39778,2.39778,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,2.62735,2.62735,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,2.84959,2.84959,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,3.0665,3.0665,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,3.29118,3.29118,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,3.51938,3.51938,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,3.75525,3.75525,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,3.97986,3.97986,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,4.21827,4.21827,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
L,4.45277,4.45277,2.12013,2.12013,2.11332,2.11332,2.10227,2.10227,2.10289,2.10289,2.10865,2.10865,2.10635,2.10635,2.1095,2.1095,2.10481,2.10481,
U,4.66835,4.66835,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,4.69681,4.69681,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,4.88726,4.88726,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,5.07893,5.07893,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,5.29304,5.29304,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,5.48714,5.48714,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,5.69261,5.69261,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,5.88987,5.88987,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,6.07905,6.07905,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,6.29009,6.29009,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,6.48457,6.48457,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
L,6.67888,6.67888,4.67765,4.67765,4.67561,4.67561,4.67875,4.67875,4.67896,4.67896,4.67626,4.67626,4.68121,4.68121,4.67546,4.67546,4.67601,4.67601,
U,6.87059,6.87059,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,6.89616,6.89616,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,7.1022,7.1022,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,7.31149,7.31149,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,7.51,7.51,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,7.73627,7.73627,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,7.97408,7.97408,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,8.2046,8.2046,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,8.46236,8.46236,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,8.70053,8.70053,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,8.94067,8.94067,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
L,9.17764,9.17764,6.87835,6.87835,6.87881,6.87881,6.87789,6.87789,6.8762,6.8762,6.88137,6.88137,6.87775,6.87775,6.88551,6.88551,6.87941,6.87941,
U,9.44813,9.44813,9.45864,9.45864,9.46223,9.46223,9.45949,9.45949,9.46871,9.46871,9.46128,9.46128,9.45618,9.45618,9.45645,9.45645,9.45739,9.45739,
L,9.48841,9.48841,9.45864,9.45864,9.46223,9.46223,9.45949,9.45949,9.46871,9.46871,9.46128,9.46128,9.45618,9.45618,9.45645,9.45645,9.45739,9.45739,
