data_pack,cpu,time,iters
0,6,46.6223,204606
0,64,5.42153,3781
0,24,2.62439,4144
0,1,0.641782,5452
0,4,54.4396,330238
0,2,0.712521,4366
0,12,69.9405,204502
0,32,9.96401,12300
0,8,5.07478,17354
0,128,55.6162,18142
0,16,2.04101,4648
